orf	gene	crispr	rep	tech	date	tube	fluorecence	chromo	maxIndex	maxValue	leftIndex	rightIndex	deltaHight_Low	deltaOther	LOD_Other	effectRNAPROT	numbAcross
YLR286C	CTS1	a	2	1	190201	CTS1_a_2_1	mch	11	222800	3.415	102400	296900	-0.0670664423009744	-0.00711691961267732	0.625	specific	1
YLR286C	CTS1	a	2	1	190201	CTS1_a_2_1	mch	13	68900	3.51	0	105700	-0.0540620904459339	0.154090935851856	14.1	oposite	1
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	gfp	5	397450	7.1725	360250	479700	-0.107819666662278	-0.0325901969793389	1.88	specific	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	gfp	11	189300	7.7675	137600	263900	-0.0973220142793763	-0.0819489859439864	4.9375	together	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	gfp	12	661850	308.795	653200	670400	-0.929638702983122	-0.53751770684384	149.7075	together	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	gfp	13	369050	10.4125	312250	430000	0.13447999623811	0.0603023821781076	3.32	together	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	gfp	15	139800	12.26	110250	172000	-0.141655979245521	-0.0604563032102592	3.02	together	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	mch	2	620700	3.1475	501350	674400	-0.0677787741882717	0.0137513197406535	0.3025	specific	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	mch	11	253300	5.795	159500	307000	-0.0915119526408423	-0.0912466468849029	6.655	together	1
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	mch	12	669250	150.095	653000	680250	-0.534789679144888	-0.91210092873203	307.4775	together	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	mch	13	59050	6.9425	0	85500	-0.101586074401499	0.0772037693092868	4.435	oposite	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	mch	14	464050	38.7475	443150	485250	0.273541975174427	0.0558681501028388	1.6075	specific	2
YJR048W	CYC1	a	1	1	190201	CYC1_a_1_1	mch	15	151900	3.24	0	229900	-0.06045977893382	-0.150673744652854	13.28	together	1
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	4	228800	3.565	156400	321800	-0.0747539360866605	-0.0590651827801897	2.605	specific	1
YJR048W	CYC1	a	2	1	190201	CYC1_a_2_1	mch	13	363400	3.665	288900	430200	0.0628154165384753	0.135435734457834	10.55	together	1
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	2	416816.666666667	9.95611111111111	347850	455300	-0.123835173364988	-0.0348695122599279	1.68166666666667	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	4	1109800	3.2775	1067050	1165100	0.0633070662302374	-0.00222223083999106	0.0075	specific	2
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	5	382650	14.1766666666667	348250	431533.333333333	0.146497212048185	-0.0778154931136313	8.64444444444444	oposite	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	7	161300	3.05055555555556	94033.3333333333	238233.333333333	0.063719194752066	-0.00614339979046357	0.148888888888889	specific	3
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	8	362440	3.451	285240	456880	-0.0719673746634932	-0.0340980558612247	1.261	specific	5
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	10	154016.666666667	94.1813888888889	143983.333333333	165933.333333333	-0.430413432051815	0.0238359471286133	0.852777777777778	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	10	661066.666666667	10.8927777777778	621983.333333333	697200	0.13274523976617	-0.0231721125050486	1.11555555555556	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	11	268500	24.9427777777778	243850	306666.666666667	-0.211428779577543	-0.034379631032223	1.42361111111111	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	12	928500	6.50555555555556	879233.333333333	962133.333333333	0.0962856852678264	0.0298462152210532	0.689444444444444	specific	3
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	13	253666.666666667	13.2241666666667	202433.333333333	295116.666666667	0.147029135687682	0.0493659922419338	1.53361111111111	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	14	524800	7.58777777777778	468166.666666667	576250	0.109683360473821	0.266414990201028	44.8661111111111	together	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	gfp	15	157233.333333333	3.28444444444444	98766.6666666667	202100	-0.0696536212535049	-0.0561968708629949	2.30111111111111	specific	3
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	2	585700	3.55	533350	642550	-0.0722792144192883	-0.0187397029460225	0.649166666666667	specific	2
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	5	515216.666666667	46.6136111111111	502633.333333333	530566.666666667	-0.279484831690151	0.0976498308310876	9.6875	oposite	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	8	109360	4.336	46460	147620	-0.0982448011774204	0.0160349004874303	0.0956666666666667	specific	5
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	12	692650	15.3777777777778	653600	733266.666666667	-0.160226912487039	0.133601418154608	12.5138888888889	oposite	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	13	36716.6666666667	3.91861111111111	0	107850	-0.0829390900623336	0.0402777095179781	2.73555555555556	specific	6
YDL022W	GPD1	a	0	1	180515	GPD1_a_0_1	mch	14	472933.333333333	57.1702777777778	454566.666666667	492616.666666667	0.312338884480613	0.0976037239681923	6.36305555555556	together	6
YDL022W	GPD1	a	1	1	190201	GPD1_a_1_1	gfp	4	208160	6.76733333333333	171780	266640	-0.108453336915234	-0.0543605947573791	2.561	specific	5
YDL022W	GPD1	a	1	1	190201	GPD1_a_1_1	gfp	12	224633.333333333	3.79722222222222	156133.333333333	372266.666666667	-0.0642384661247763	-0.0137270664579277	0.336111111111111	specific	3
YDL022W	GPD1	a	1	1	190201	GPD1_a_1_1	gfp	12	689920	12.4776666666667	648320	724140	0.134269052878278	-0.160362048547158	15.2696666666667	oposite	5
YDL022W	GPD1	a	3	1	190201	GPD1_a_3_1	gfp	12	346500	3.58333333333333	273000	375700	-0.0734955662032177	0.00464471733668044	0.17	specific	1
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	7	391900	5.335	345200	445600	0.0920120552668315	0.0337559250417012	1.28	specific	1
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	8	176350	13.145	153750	223850	-0.141783112306394	-0.0956919486701351	6.34	together	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	10	181550	8.3375	110950	214750	0.117909837302116	0.109503052557663	8.3	together	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	11	219000	3.435	100200	289800	-0.0721488762418634	-0.046421438663926	2.145	specific	1
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	13	136900	37.8925	119750	162000	0.250960492636517	-0.0462039786501799	1.825	specific	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	14	200700	29.745	173850	235250	-0.23095385535363	-0.0382255509298771	0.635	specific	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	gfp	15	742300	5.27	691500	820700	0.0976650887309083	-0.0491211253563099	2.085	specific	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	2	570950	8.5875	528650	631050	-0.130762441722662	0.0115998913233565	0.1375	specific	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	8	112800	10.105	76000	142100	-0.111805607881535	-0.0820694064326351	6.2	together	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	10	133300	11.5825	99300	222150	0.154143739898669	0.118786244801796	8.5425	together	2
YKR080W	MTD1	a	0	1	180529	MTD1_a_0_1	mch	14	466750	38.7325	442600	494250	0.264791553782931	-0.0544164090471851	3.0175	oposite	2
YKR080W	MTD1	a	1	1	190201	MTD1_a_1_1	gfp	7	530100	5.325	371700	585700	0.074370499333516	0.0170330856987762	0.61	specific	1
YKR080W	MTD1	a	1	1	190201	MTD1_a_1_1	gfp	13	885600	3.41	815500	922700	0.0748345550345995	0.0250075131145734	1.065	specific	1
YKR080W	MTD1	a	1	1	190201	MTD1_a_1_1	mch	12	693300	3.445	640600	740800	-0.073938972889194	-0.0179667805595199	0.21	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	gfp	2	170300	4.24	29100	275000	-0.0862662249645874	-0.0175512582303535	0.4	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	gfp	5	211900	3.39	102600	294400	0.0748434389250101	0.0384050610037031	1.39	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	gfp	7	203000	3.16	96900	291400	-0.0811579504720289	0.0863420305371707	3.67	oposite	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	gfp	12	1055400	10.38	1007600	1058900	0.174571927291148	0.0258822657260705	0.45	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	gfp	13	74400	14.49	54600	108600	0.155394195829312	0.0570220306797628	0.65	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	gfp	14	477700	5.1	419400	524300	-0.0993991656648512	0.221432940230082	20.66	oposite	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	gfp	15	183300	3.61	119500	264900	0.0899865743332606	-0.0192691154143508	0.55	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	5	377600	8.48	349200	415700	0.101538274174973	0.0114200703446522	0.41	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	7	113600	5.13	0	232700	0.0775863080338052	-0.0433620602599186	1.57	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	7	404000	3.73	330300	493700	0.0896930084990987	-0.0032066021031919	0.42	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	8	111300	14.32	68100	150800	0.184911311843876	-0.0139795366547066	0.92	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	12	695000	13.77	653800	773900	-0.164468122717695	0.0157721283918179	0.78	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	13	286700	11.4	231800	321900	0.154702078019759	0.00728138234793885	0.4	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	14	531100	23.47	486500	552200	0.224232791715216	-0.0510752615026565	2.6	specific	1
YFL039C	NA	i	0	1	180515	NA_i_0_1	mch	16	587900	3.7	474900	638600	0.0505184643617557	0.0646207346642056	2.42	specific	1
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	gfp	1	43500	32.6275	0	56150	-0.285835835568403	-0.0468191541139484	1.4925	specific	2
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	gfp	11	325400	15.5	299800	350100	-0.127433262863985	-0.0567625733109198	2.375	specific	1
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	gfp	12	655100	67.9725	636350	682250	-0.315607793428334	-0.166398976346878	14.8975	together	2
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	gfp	13	62600	4.8175	0	110050	0.0904799334868153	-0.0720693224831655	3.0975	oposite	2
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	gfp	13	389650	4.22	344900	466750	-0.0703543149411031	0.0133222123767595	0.71	specific	2
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	gfp	15	571950	5.8275	516150	646950	-0.0874340043803269	0.0350796575418952	1.585	specific	2
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	mch	11	442800	4.395	346600	465000	-0.0674490094099422	-0.151380096804582	12.895	together	1
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	mch	12	681850	16.4	654550	711200	-0.177587083427995	-0.28901352487536	65.075	together	2
YGL055W	OLE1	a	1	1	190201	OLE1_a_1_1	mch	14	465450	25.3425	445950	490550	0.205207101346794	-0.0097700533390221	0.2875	specific	2
YGL055W	OLE1	a	2	1	190201	OLE1_a_2_1	gfp	10	700200	3.49	641900	741700	0.0650795235006076	0.0178652381611903	0.14	specific	1
YGL055W	OLE1	a	2	1	190201	OLE1_a_2_1	gfp	11	411000	16.285	390500	434200	-0.1676280133192	-0.076102858382889	3.565	together	1
YGL055W	OLE1	a	2	1	190201	OLE1_a_2_1	mch	13	47300	3.26	0	87100	-0.066674169395187	0.0846230652087773	4.73	oposite	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	3	106400	8.78	69300	198900	0.0475440037369084	0.0363803939240787	0.61	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	5	58100	5.2	1200	132400	0.0172861452555053	-0.0430352912818276	0.99	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	11	229900	4.35	75400	293800	-0.171844478397606	-0.0926680994271095	4.95	together	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	13	88000	22.38	68300	141100	0.188021693948214	-0.0558486418765508	1.87	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	14	217700	5.17	126400	329500	-0.0974573286027281	0.0360241183997461	2.14	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	15	138300	5.18	108300	181200	0.0771889576206052	0.0330904269124033	1.69	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	15	785000	12.98	767700	818700	0.0809527167672207	0.0344025862020119	0.48	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	gfp	16	453100	3.04	398300	626800	-0.116712460705829	-0.0283414896085218	0.47	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	2	609500	6.09	557200	656200	-0.10330676660772	-0.091513580436536	1.77	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	4	90300	6.56	57900	132500	-0.10481669179115	-0.0355164657188146	0.45	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	4	926300	3.33	876700	1036500	0.0499419276826134	-0.00202083046500423	0.74	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	10	520700	3.22	430700	632100	0.0643065006409185	0.019240482649299	0.49	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	11	213000	5.22	140600	299800	-0.0884232515945969	-0.162799097084471	3.97	together	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	13	262700	6.07	224500	391200	0.111326895159492	0.104052483112707	7.92	together	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	14	471000	32.43	442800	490900	0.231123004481097	-0.0597460029045319	1.87	specific	1
YOR293W	RPS10A	a	1	1	190201	RPS10A_a_1_1	mch	16	198900	5.11	165100	249800	0.0867473246873423	0.0768835908934344	2.73	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	1	155000	14.49	132500	207800	-0.202454440251549	-0.0888897174261654	2.7	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	4	1521900	6.67	1504900	1522200	0.152106646398742	0.0642190466335398	0.88	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	5	383500	6.45	297100	407900	0.102921922480578	0.18020372418516	14.84	together	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	7	361700	12.91	334600	406900	0.15805462592192	-0.00510453541842482	0.41	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	10	174800	20.99	146600	263200	-0.215490756877423	0.194610958199142	18.86	oposite	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	11	267600	26.52	243800	297100	-0.225095136468746	-0.0263123246605874	0.75	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	12	745000	7.01	670000	793200	0.112419622907072	0.00552012576757438	0.42	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	13	105500	5.34	58200	159500	0.113165882147097	-0.0311246498101906	1.52	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	13	404900	4.5	287900	471700	0.0959118253883678	-0.0027895672903927	0.44	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	14	475900	17.69	448800	517700	0.186433761035689	0.20210620407166	23.38	together	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	15	12900	4.33	0	63300	0.111572726337502	0.177976069910563	1.06	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	gfp	15	367600	3.51	286600	421600	-0.0752047712409131	-0.0202758179678997	0.61	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	1	196600	3.25	106400	207800	-0.0994336166729458	-0.155761183203902	13.48	together	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	2	574600	5.14	511200	620600	-0.0514003160235188	-0.00611845771231678	0.46	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	5	407400	15.36	360000	446300	0.190191009832563	0.0929401339756353	4.49	together	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	8	99700	4.52	49400	149700	-0.0878141883798798	0.0110207445098732	0.53	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	10	152000	21.74	126300	170600	0.205733752849037	-0.212385503485385	19.76	oposite	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	11	180200	4.01	101700	227500	-0.0641089792344378	-0.131906745430732	12.35	together	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	14	149000	3.44	25100	216600	-0.0705474100359267	-0.0076058258322303	1.05	specific	1
YGR192C	TDH3	a	0	1	180529	TDH3_a_0_1	mch	14	481600	23.6	449700	522700	0.203094419770534	0.188046237698793	17.67	together	1
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	7	123000	7.2625	80450	201050	-0.103415628941977	-0.0571448232880832	1.9675	specific	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	7	495850	14.355	464350	524700	-0.159673359040145	-0.0317207969649097	1.1275	specific	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	12	682550	31.3	662700	706050	-0.232287098583001	-0.135742142179917	12.3725	together	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	14	442800	13.75	415200	472650	0.155122180470544	0.210514042932449	24.74	together	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	15	146300	291.7825	138800	154000	-0.820170154968355	-0.158852361238498	17.4225	together	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	gfp	15	603300	8.57	582800	644400	0.103098650970983	-0.0191306528705326	0.78	specific	1
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	11	308500	4.0875	264300	362900	-0.0581605394577704	-0.0140145996216189	0.5875	specific	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	12	677200	12.7675	625300	715450	-0.134170507903013	-0.222222341628055	29.33	together	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	13	63400	7.6425	18900	110600	-0.114001261797591	-0.0366775508219608	1.5575	specific	2
YLL028W	TPO1	a	1	1	190201	TPO1_a_1_1	mch	14	469400	32.6775	448900	488600	0.245896914972749	0.167466502430557	14.95	together	2
