ORF	logmeanRNA	varRNA
YAR071W	1.08875914965758	3.91534084443825
YBL113C	3.59701730491998	2.61432649658488
YBL112C	1.21739934467336	2.84707911117946
YBL108C.A	0.723516628872134	2.40857250632825
YBL107C	6.33888081140212	0.0997937860870408
YBL106C	3.84448774908621	0.139951160840807
YBL105C	5.3646712954007	0.0406338926053991
YBL104C	4.72484152804549	0.0321616797465332
YBL103C	5.4509227610492	0.0547316531319346
YBL102W	6.88760388874257	0.0345457586656721
YBL101C	4.3554257224965	0.129832740952047
YBL100W.B	2.00613954062185	4.8314455386823
YBL099W	8.82398827374151	0.160714963078775
YBL098W	5.54142874436383	0.206972317703716
YBL097W	3.79357279261973	0.0915770230532633
YBL095W	6.12451041215644	0.124754596804053
YBL093C	6.88916563573039	0.0824674440770607
YBL092W	11.7254627815351	0.0443863600796703
YBL091C.A	5.6100326649583	0.119266773711981
YBL091C	7.53256172236499	0.0314267224662643
YBL090W	6.32259183517586	0.108785671112933
YBL089W	4.64223638837438	0.0804881181304076
YBL088C	3.3616177520327	0.0752882683165872
YBL087C	10.3248451264827	0.0640940465385142
YBL086C	4.19972199593686	0.204294243438419
YBL085W	5.50932739610833	0.0490991470100255
YBL084C	4.37729340588855	0.041080680455341
YBL083C	5.02739440772367	0.1658772463927
YBL082C	5.55029100900697	0.0635790785358772
YBL081W	4.99218346017679	0.135144398814894
YBL080C	4.25614689733835	0.11740850476129
YBL079W	5.43823430885013	0.0499871616998497
YBL078C	6.52880231563633	0.248488063735635
YBL076C	7.80062204805893	0.0445740032150255
YBL075C	4.74029928876361	0.211603983655468
YBL074C	3.84162911967167	0.105895968873869
YBL072C	11.5131759795771	0.0444966611858035
YBL071W.A	5.91428502009774	0.124581478844767
YBL069W	5.55144029858858	0.0545619186610331
YBL068W.A	3.90218597035645	1.0014642786218
YBL068W	6.28575963454119	0.0416879024299703
YBL067C	5.00086574568874	0.042622987515724
YBL066C	3.88919447861848	0.111134867211852
YBL064C	7.74436639293314	0.257070571281737
YBL063W	4.02034802274443	0.0661293970652466
YBL061C	5.62507265255867	0.0405765209148363
YBL060W	4.49736880366944	0.0348432391795832
YBL059C.A	6.44810687470171	0.0974112884071445
YBL059W	5.2067670218812	0.0868120681041873
YBL058W	7.14243323543099	0.0394109516936467
YBL057C	6.79433096186054	0.034769299628195
YBL056W	7.34666529109735	0.0289689980921395
YBL055C	5.83896647606218	0.0646805772407077
YBL054W	5.94319623281185	0.186815766511515
YBL053W	1.55989843490282	0.832503174067754
YBL052C	5.24730006489469	0.0473637118280017
YBL051C	5.66516864914094	0.0805498130107054
YBL050W	7.06525959118111	0.052021305819693
YBL049W	4.14267314964888	0.818660419463274
YBL048W	2.10445527920752	1.39522870083768
YBL047C	6.35339006624746	0.0980908396487479
YBL046W	5.29731195310564	0.0444291804111288
YBL045C	7.90294079064315	0.189967023080555
YBL044W	1.21988537886263	1.8113382032626
YBL043W	4.15615919303489	0.872886536644941
YBL042C	5.48997501712756	0.30301442875589
YBL041W	7.86645596973811	0.0424630944198441
YBL040C	7.38445576673717	0.0804119090819739
YBL039W.B	4.99785353038747	0.296323468341697
YBL039C	7.40284466033378	0.115299897624588
YBL038W	6.88957249170214	0.0870554938266181
YBL037W	4.54659837135863	0.0436222185672754
YBL036C	7.12398054272652	0.0437749241246408
YBL035C	5.15898036109699	0.0618625415993499
YBL034C	3.55042569084525	0.0534271494327783
YBL033C	6.35624556888412	0.130975782540943
YBL032W	6.89088699883088	0.0381264065824283
YBL031W	4.55141927744819	0.0821563769178759
YBL030C	9.42607192530894	0.162902297609236
YBL029C.A	6.23500878375818	0.251832928887545
YBL029W	4.70450751902714	0.184946033275864
YBL028C	7.65060844148429	0.125355108350952
YBL027W	11.1875691332278	0.0399336543791264
YBL026W	7.62371051983607	0.0718422683647688
YBL025W	4.96509816194962	0.0905211089265983
YBL024W	6.77094477912672	0.0525969362166805
YBL023C	4.93378916265156	0.0532916192089488
YBL022C	6.1260398241196	0.0731345883831196
YBL021C	5.4999564825014	0.0856132110242527
YBL020W	5.37796262761219	0.0562587047040992
YBL019W	4.32828830929738	0.101311583820944
YBL018C	6.22216828325897	0.105577730548092
YBL017C	5.74140210893475	0.0605248919695356
YBL016W	6.60280241312957	0.281443012302006
YBL015W	5.38427110436737	0.406232584036854
YBL014C	4.74735231385555	0.0485739453990206
YBL013W	2.61991364125337	0.195140577808164
YBL011W	5.52848296353386	0.062106262055277
YBL010C	5.46812835449168	0.0608164293779403
YBL009W	5.45267001918641	0.0548972203582032
YBL008W	4.59862889073415	0.0414026910667786
YBL007C	6.11429735661391	0.0761536057717151
YBL006C	6.90116193708141	0.0409519714055904
YBL005W	3.9050776936628	0.0642910202852178
YBL004W	4.41870662751319	0.149351710225982
YBL003C	10.2189352547167	0.121964356493507
YBL002W	10.2819253494118	0.121470049210771
YBL001C	9.2024022377825	0.0540947760709969
YBR001C	4.42334582609827	0.237989500185815
YBR002C	6.35357932876696	0.068975683435589
YBR003W	5.76313920531257	0.104026975146908
YBR004C	4.88621474939157	0.0779051594377016
YBR005W	5.68858717193471	0.107099239570189
YBR006W	5.77738009131001	0.138202241341105
YBR007C	5.15543939920792	0.0845780239533838
YBR008C	4.62081200501798	0.0399360393644521
YBR009C	11.0305892610227	0.0880931238630609
YBR010W	10.3697124871234	0.0858779793267104
YBR011C	10.7514423830377	0.0260010812301203
YBR012C	4.07786359251236	0.55463374995761
YBR013C	4.60795850572782	0.68814289028786
YBR014C	7.06448426097712	0.0689810571780569
YBR015C	6.88109886971035	0.0276482538058147
YBR016W	7.47582671925253	0.136394807385194
YBR017C	5.73434953853566	0.0310278521381306
YBR020W	2.32731930868369	0.137835067206449
YBR021W	4.90427912468972	0.117757064885772
YBR022W	5.59250873289179	0.0953052018068661
YBR023C	5.42057060685801	0.0392380781958863
YBR024W	5.22352322504654	0.115467562681985
YBR025C	8.8830323773173	0.028554161707234
YBR026C	7.00655769904965	0.281547640582076
YBR028C	5.5565208902796	0.0635698800063587
YBR029C	7.95656478860962	0.0353521102952712
YBR030W	5.90903984269647	0.0365329649562369
YBR031W	10.2829381244308	0.111619012599689
YBR033W	2.22274013069471	0.251897599562875
YBR034C	7.50773970881196	0.0938138180403243
YBR035C	7.81257231341098	0.0272097189464233
YBR036C	7.36146215951802	0.0394231573310577
YBR037C	5.19858763937851	0.182654314885255
YBR038W	4.78192172633835	0.0775921066391625
YBR039W	8.87220705913968	0.0828402784852216
YBR041W	5.68369877044427	0.0443663672162344
YBR042C	5.41065495181683	0.0393612697137833
YBR043C	5.39290500485449	0.0374533452521604
YBR044C	5.0672369944278	0.0916594525714061
YBR045C	2.60907553964557	0.539516956776557
YBR046C	4.96178849395339	0.316805310469935
YBR047W	4.21798920014241	0.470482746602162
YBR048W	10.6945146628727	0.0376675017315478
YBR049C	5.79862070809432	0.0496386899410126
YBR050C	1.7436289201639	0.54990731247141
YBR052C	8.22239109785435	0.0981029824402952
YBR053C	6.66371372374893	0.186421312404029
YBR054W	7.64473604839312	0.90087332774489
YBR055C	4.97855049840881	0.0316038268095973
YBR056W	6.70460768157928	0.180176347177145
YBR056W.A	6.24447626259184	0.489088775947764
YBR057C	5.99479653792237	0.0445864901272088
YBR058C	5.49365213388172	0.0299804095698022
YBR058C.A	7.41745817276772	0.0727823086044737
YBR059C	5.32135514019035	0.0992675927649991
YBR060C	5.29712341932361	0.0544962713930488
YBR061C	6.33990772358613	0.0531883888014093
YBR062C	6.16340463864519	0.079686944799974
YBR063C	4.85879362049485	0.0748226168050437
YBR065C	4.75766120544524	0.121298880974805
YBR066C	5.82598609158984	1.06331818230456
YBR067C	7.44828758383733	1.63108292870709
YBR068C	2.85199616157174	2.61492387131623
YBR069C	1.31496837009776	0.643755810143533
YBR070C	5.73250170132287	0.0746561114103201
YBR071W	7.14473914853385	0.12758001126916
YBR072W	8.85023314145943	2.38909616227564
YBR073W	5.97123394486372	0.0619118347092069
YBR074W	5.4265500871167	0.0397324500109555
YBR076C.A	3.593964159744	0.428705664312648
YBR077C	6.22598867738914	0.050969510510896
YBR078W	9.99974260969334	0.0534235966033663
YBR079C	7.22402416552602	0.0568811408922869
YBR080C	6.06888371109437	0.0403104987288003
YBR081C	4.875665623749	0.0379576162682085
YBR082C	9.7010114955231	0.0482085199679005
YBR083W	6.37521594063535	0.52463801143098
YBR084W	6.64089653508364	0.0828956020602476
YBR084C.A	10.9362578741302	0.0322873015798137
YBR085W	1.89859740098291	1.01335498873742
YBR085C.A	9.56487569704501	0.237101997359204
YBR086C	6.62939468837788	0.0634969278088064
YBR087W	5.95772323721951	0.0380272445442884
YBR088C	7.9486723234048	0.0646479569545164
YBR089C.A	8.85174869086576	0.0554115902226329
YBR090C	7.37955712834928	0.114952510280183
YBR091C	5.83019096153769	0.0925183217931362
YBR092C	5.02959416306806	0.267191229421318
YBR093C	4.50178151619964	0.609129447425104
YBR094W	4.96009095971242	0.0548208968807593
YBR095C	5.82861325683367	0.0403470754212663
YBR096W	7.06547889339967	0.050989888376229
YBR097W	3.13104393837293	0.0812768973381122
YBR098W	3.76312023494837	0.0714231097263678
YBR099C	1.70298610021889	0.825182384613172
YBR101C	6.80568523406408	0.0480436209352177
YBR102C	5.05798782398136	0.0318004396755498
YBR103W	5.76924696139754	0.0386782845874691
YBR104W	6.36202277511268	0.118414321459888
YBR105C	4.83330906260195	0.368679742792331
YBR106W	9.57855100433474	0.0372618340193185
YBR107C	4.57814026225722	0.166736500986591
YBR108W	4.30757661207037	0.127095495675302
YBR109C	8.91779011756756	0.0277727461767796
YBR109W.A	4.64523113516033	0.405659828585858
YBR110W	6.61551154686502	0.0420060507350897
YBR111C	8.26859624241008	0.0635612914208394
YBR111W.A	6.4704810919479	0.0793348365467637
YBR112C	6.21136137024876	0.0567968175201159
YBR113W	1.35141714368384	0.704835346375318
YBR114W	4.88538009037758	0.089644620693111
YBR115C	6.55837762634074	0.0981227482839557
YBR116C	3.18336233917757	2.48574864155598
YBR117C	3.79204934967195	2.57622293570932
YBR118W	8.66061865457584	17.2779049488575
YBR119W	5.15098904867425	0.0659064868889701
YBR120C	5.83262545604697	0.174507256221538
YBR121C	8.50676446357953	0.0223914809111676
YBR122C	7.17003959993241	0.0722145679718054
YBR123C	5.09135634201609	0.033224870516019
YBR125C	5.23587149537854	0.0685943758581153
YBR126C	7.81486120863808	0.374957415494464
YBR126W.A	7.3114428116618	0.0826012579777924
YBR126W.B	7.90734893795437	0.0804844158611075
YBR127C	8.41244308159956	0.0338484441083153
YBR128C	3.28308908236502	0.262054695771827
YBR129C	5.67388099435653	0.0747563613934119
YBR130C	5.90499750408575	0.0343505864660116
YBR131W	3.75161152846303	0.048829628620183
YBR132C	2.49034585852772	0.499437791242009
YBR133C	5.3135461578799	0.0470709480754969
YBR135W	6.67978919117449	0.063417073111161
YBR136W	2.66476109749726	0.0877779102998959
YBR137W	6.72469361878206	0.104881087070638
YBR138C	4.3525672927583	0.109046787449049
YBR139W	6.47225373529592	0.165558345114036
YBR140C	3.6963479406557	0.12661279059837
YBR141C	4.93398479009364	0.117360229235778
YBR142W	6.00240478899333	0.0988354718827935
YBR143C	8.77131146457276	0.0258004106529484
YBR145W	5.81712155048811	0.25545397863754
YBR146W	6.84553942469482	0.107017682056338
YBR147W	6.11874209910211	0.264717255548234
YBR148W	2.63332787693972	0.385991873604713
YBR149W	8.58942958076405	0.144993110733878
YBR150C	3.73226028672433	0.179297276425698
YBR151W	7.2376685187336	0.106084919522232
YBR152W	4.37975202828352	0.132024969157264
YBR153W	6.06613706761221	0.0487761619609728
YBR154C	8.14760910273468	0.0456508709767149
YBR155W	5.98555059521	0.0934622581697937
YBR156C	4.11832061244044	0.0643610209846877
YBR157C	4.39419342250371	0.633839297036847
YBR158W	7.60941039751779	0.114371904148925
YBR159W	7.6963829348335	0.0326034642416886
YBR160W	6.43472646202542	0.048997095245106
YBR161W	5.59834768824848	0.0584653225392771
YBR162C	9.00669994967347	0.0689373440148131
YBR162W.A	8.91910901713512	0.0509739012807842
YBR163W	5.22423546942202	0.0429700228721153
YBR164C	7.14424244086551	0.0321699343370696
YBR165W	5.58344813067475	0.064218669675185
YBR166C	5.8160224833377	0.0502477500217253
YBR167C	5.64648832532138	0.062029064045884
YBR168W	4.90591955934918	0.0679589944102048
YBR169C	5.40673335648272	0.57251295219336
YBR170C	5.60178965393462	0.0488175095031629
YBR171W	7.39194146577756	0.0546409415575866
YBR172C	6.29503687752514	0.043080566069321
YBR173C	8.00246689115576	0.0836321262163011
YBR175W	5.47071682895907	0.038922743306383
YBR176W	5.13296139604952	0.0449858504982927
YBR177C	8.05235282551138	0.155342994433624
YBR179C	4.93515002081337	0.0576958840390525
YBR181C	11.2236077877632	0.250441992483928
YBR182C	5.31126878199918	0.122308892214498
YBR183W	4.49487313106154	0.730374777678016
YBR184W	2.29241492665548	0.197051465555978
YBR185C	5.51023025682276	0.103656720424848
YBR187W	6.76437389612615	0.0629123980006057
YBR188C	5.936887137591	0.100620245121206
YBR189W	11.2996037281293	0.0586317047294784
YBR190W	2.3488152153211	0.69708377967363
YBR191W	10.7911515319688	0.140045896784073
YBR192W	5.650182410994	0.0581268745392087
YBR193C	5.09448888151569	0.0937483988737462
YBR194W	4.88294367001199	0.165999590641558
YBR195C	5.32866709033916	0.111251294858555
YBR196C	9.53655009988094	0.0486967060046766
YBR196C.A	1.03745731324397	2.56950056189911
YBR197C	4.73852440629498	0.795963980810161
YBR198C	5.89280939897846	0.0227574765384446
YBR199W	7.36496484525532	0.0565172497681559
YBR200W	5.41337831052837	0.0473744683276465
YBR201W	5.45553051753492	0.220606249999715
YBR201C.A	3.97097094187178	0.869490495986
YBR202W	5.77816660367584	0.0563768775206341
YBR203W	3.95895411380494	0.231063392504403
YBR204C	4.96724977722713	0.15677085222833
YBR205W	6.64784177342896	0.0226721612443299
YBR206W	6.77735636557332	0.0622451888286548
YBR207W	7.17464831147352	0.110284797893193
YBR208C	4.6575385632561	0.213693551897006
YBR210W	6.3253177847542	0.0829023306483379
YBR211C	4.91768862222036	0.0673280946436918
YBR212W	4.87628494439135	0.195023237685497
YBR213W	5.7604364869577	0.168111719573339
YBR214W	5.91566179743765	0.409046348030067
YBR215W	5.17565093466107	0.0394091190318839
YBR216C	4.6781938419384	0.0462206713639368
YBR217W	4.88763125564584	0.0980514135867097
YBR218C	6.12604445150289	0.0801666700409385
YBR220C	6.12175334858118	0.0248233972661112
YBR221C	8.70029193856637	0.0210001768634385
YBR222C	5.83899328642361	0.100774773297722
YBR223C	3.85360220727034	0.0966894750757366
YBR225W	3.65976535545856	0.112144148361585
YBR227C	5.56456330992097	0.0341796603101123
YBR228W	5.05372000894133	0.0393075338416935
YBR229C	5.1531530043098	0.101652306410191
YBR230C	7.50460894192676	0.387138275889953
YBR230W.A	6.38089963028147	0.174873435884741
YBR231C	5.60653208739584	0.0445292306450433
YBR233W	5.38428540093641	0.0836103729847295
YBR233W.A	6.1426004587715	0.101031377881078
YBR234C	7.69922974533011	0.0292560552546774
YBR235W	4.71889371367031	0.0674082354716141
YBR236C	5.92112809552315	0.028677883165507
YBR237W	4.71071060111534	0.0334164697616295
YBR238C	3.70233071253786	0.30517484769549
YBR239C	3.98728070668244	0.101719180164675
YBR240C	3.84483401667382	0.299937663695694
YBR241C	4.97747837348892	0.247544389462298
YBR242W	6.49004522837043	0.0788779608128607
YBR243C	5.45987234544836	0.0570896276462598
YBR244W	6.0174690694443	0.135902832589814
YBR245C	5.29753871903026	0.0444949261375172
YBR246W	6.06069387468062	0.0220735543865089
YBR247C	6.59489794363371	0.104362591367014
YBR248C	7.22856935296873	0.0378228652795443
YBR249C	8.17352432870736	0.067033229533294
YBR250W	1.18873203210656	0.316708133326416
YBR251W	5.92698438795879	0.0681077028220045
YBR252W	7.36017501051155	0.0377690811141136
YBR253W	6.51324338112357	0.0476061393852873
YBR254C	6.07464154389151	0.0439673992173937
YBR255W	4.87357646921075	0.0433776657756439
YBR255C.A	6.22677680488675	0.0990847992329549
YBR256C	7.79940214222811	0.0722036765580256
YBR257W	5.37471778574748	0.0585077836906649
YBR258C	4.76606842066309	0.140369852987231
YBR259W	4.24663773538015	0.0531184291631206
YBR260C	5.21138343316341	0.0401919143232092
YBR261C	6.57964788359199	0.0346528631757721
YBR262C	7.21673588167346	0.0767268727006609
YBR263W	6.68079914464047	0.0427370360391279
YBR264C	5.98402431307372	0.0496748978281687
YBR265W	6.9108886900318	0.0514072447648886
YBR267W	6.94753458426214	0.112206940622713
YBR268W	7.10415492777115	0.0562957651121536
YBR269C	7.27226318748481	0.125829957610215
YBR270C	4.14661389733372	0.0599514863921264
YBR271W	5.46301861530655	0.082654094607463
YBR272C	5.4799982326403	0.073782839886114
YBR273C	5.86873351191451	0.0775959703349045
YBR274W	4.72652241458819	0.049467017521625
YBR275C	4.36273656927193	0.0970286014808792
YBR276C	5.69322383475536	0.028265223140707
YBR278W	5.5319444924226	0.058948826250024
YBR279W	6.98672549285237	0.0384257882724555
YBR280C	3.64728024182695	0.249141891906552
YBR281C	4.66670517827356	0.0441784117955173
YBR282W	6.53884919748815	0.0729845342265634
YBR283C	7.57529127199414	0.0283140682499763
YBR284W	1.67236090031762	0.186573324081235
YBR285W	3.87739164689332	0.985371407334462
YBR286W	8.93062222602151	0.137178617665413
YBR287W	7.03349303912351	0.0617195353691287
YBR288C	5.89698571511099	0.0231224308562119
YBR289W	4.92434472340952	0.0455693381305444
YBR290W	6.51194537148471	0.0690423208431099
YBR291C	7.64050807140394	0.134442116163257
YBR293W	4.9719895404005	0.0320749972701364
YBR294W	5.32071983176423	1.4759987844552
YBR295W	4.07304157300287	0.133325865328519
YBR297W	3.05121609585615	0.537287732734233
YBR298C	3.8328532434485	0.743919467886332
YBR299W	1.44471103661566	0.971105299053355
YBR302C	5.43349097693492	0.646750533296363
YCL067C	6.22303005419262	1.05141314909221
YCL066W	2.66144899007654	7.45385140515163
YCL064C	2.63963192799693	0.252877081204263
YCL063W	5.21336204049061	0.067390312546987
YCL061C	4.71238774848031	0.0563105231477437
YCL059C	7.12870626024362	0.0625081428112608
YCL058C	2.13118095714854	0.546645886102585
YCL058W.A	6.30724155769009	0.0956495553251671
YCL057C.A	8.2997007106781	0.0606603369251815
YCL057W	6.49824697459518	0.0402614673540143
YCL056C	5.86954408991607	0.138574161706636
YCL055W	5.84201813430688	0.402790070573168
YCL054W	6.69344230512767	0.122059598081897
YCL052C	6.30661864964926	0.100558818912816
YCL051W	5.05569076591048	0.0576661208611213
YCL050C	7.37199849747157	0.0325123572647641
YCL049C	4.95589993193106	0.170138962212125
YCL048W.A	3.25953133080499	3.57574601318689
YCL047C	5.52911900149159	0.113900733377005
YCL045C	6.60346277770112	0.0253000845596176
YCL044C	5.82511469726079	0.126021048113465
YCL043C	9.39955800045736	0.120560996994911
YCL041C	5.69811813782999	0.129429874812899
YCL042W	5.50051409800301	0.975127261809938
YCL040W	7.4798197499364	0.917861354752461
YCL039W	4.63691219180045	0.132104599214596
YCL038C	4.51917445284344	0.128441763043806
YCL037C	4.13638795070806	0.221260858071194
YCL036W	5.73333058871458	0.171166017401063
YCL035C	9.23045288741713	0.134700923409397
YCL034W	7.05359656595028	0.0621233704823396
YCL033C	6.42533497515173	0.0727462077367775
YCL032W	5.47290728673479	0.0782839341353316
YCL031C	7.26435484593501	0.0407458870842632
YCL030C	8.17271215044303	0.067414295004653
YCL029C	5.43971161100536	0.045114645465862
YCL028W	6.91467749079197	0.0412082736237238
YCL027W	3.50939619655951	2.29879699579157
YCL026C.B	7.98856754968547	0.848159273953115
YCL026C.A	1.60114164375763	1.16374044440913
YCL025C	3.82681839320513	0.836489475484811
YCL024W	4.49491053377087	0.10411133288197
YCL021W.A	3.10341941935579	0.838079712765252
YCL019W	4.52572130200447	4.13479647282453
YCL018W	8.99757121362865	0.128163312108029
YCL017C	6.53047932404824	0.115818517651213
YCL016C	4.95590332056346	0.0401413070675396
YCL014W	3.94126223445918	0.0718725032148058
YCL012C	6.34097299201026	0.0817453352652038
YCL011C	8.02087584651462	0.0161053923112178
YCL010C	6.15235984027542	0.0998769508350676
YCL009C	8.89742433759821	0.0470845373987316
YCL008C	5.65222139205648	0.051475731613948
YCL005W.A	8.55204092266251	0.0296179917746144
YCL005W	5.58864809484334	0.0393550114266255
YCL004W	4.35075800992073	0.0549492525899602
YCL002C	5.53969900482793	0.0632517361390867
YCL001W	7.8299145124862	0.0671855398796879
YCR002C	7.15343737701239	0.026377930327385
YCR003W	6.13608449213504	0.101962196124234
YCR004C	7.99713439948309	0.0818002971780842
YCR005C	7.75415891753289	0.401991223418975
YCR006C	2.52745849688799	0.416752653645996
YCR007C	3.72310602209538	0.162566071134268
YCR008W	5.84849784993302	0.0397119113906257
YCR009C	7.76102527447661	0.0667384434806593
YCR011C	5.78284412705835	0.0872168272445464
YCR012W	11.5525659598039	0.0890493107238797
YCR013C	3.04222502442638	0.537255752262858
YCR014C	4.52634058942692	0.0474771902547602
YCR015C	4.79847584069151	0.050099457321739
YCR016W	6.51389179118437	0.0671033696819379
YCR017C	5.68294779473688	0.0495171583945009
YCR018C	2.60870460474244	4.4181385576196
YCR018C.A	7.03727372770593	0.273876107535322
YCR019W	4.91139583269808	0.0414251887088994
YCR020C	4.54725891491095	0.317245343443243
YCR020C.A	6.36342963422122	0.0656208572979935
YCR020W.B	5.5983772048708	0.110135466017013
YCR021C	3.75490954645846	1.13610766928871
YCR023C	5.03206163260502	0.0618160534303271
YCR024C	4.0786823398986	0.177851610979133
YCR024C.B	9.35376060189539	0.172415638847923
YCR024C.A	9.23229676575894	0.0748205788279535
YCR025C	1.60766698012912	0.772496388695354
YCR026C	5.69327566147536	0.0399374706921236
YCR027C	5.67871569637219	0.047096168870759
YCR028C	4.94355486106059	0.0455779473907185
YCR028C.A	8.57060106727113	0.0229289313229657
YCR030C	5.42295645510478	0.144824685383853
YCR031C	11.1142140424948	0.0646213793131096
YCR032W	3.36235378225347	0.0630586684456489
YCR033W	5.48333973219481	0.039996235822283
YCR034W	7.70389362033657	0.0414621969269859
YCR035C	6.49925087858871	0.043262478154702
YCR036W	6.68570409540447	0.067528185028813
YCR037C	5.30122244372366	0.0375601588755465
YCR038C	3.53735852212505	0.0926714045832302
YCR039C	6.22303005419262	1.05141314909221
YCR040W	2.66144899007654	7.45385140515163
YCR041W	4.15695445010821	3.2939643056279
YCR042C	4.87024335068642	0.0337207759274278
YCR043C	7.58371386774505	0.0519430049018652
YCR044C	5.75063862180263	0.0287234674859533
YCR045W.A	3.94409468305854	0.208130579081855
YCR046C	6.70377745329936	0.0747549367669436
YCR047C	6.86278242709503	0.074755031491641
YCR048W	4.79463073521854	0.0684616256104391
YCR051W	6.95600679052587	0.0355756536809224
YCR052W	6.36217290491122	0.043747510836738
YCR053W	7.97343180510393	0.0323772757374456
YCR054C	4.4438844262684	0.0476598130131443
YCR057C	6.13223593552842	0.121740184767894
YCR059C	6.30435581422496	0.0285128569989936
YCR060W	6.64363147369595	0.070092790700663
YCR061W	2.22539824347904	0.229244253675111
YCR064C	1.83639205394128	0.758241100920884
YCR063W	4.19475738854469	0.164054812641062
YCR065W	5.81924983657411	0.119392877222708
YCR066W	3.96636968895532	0.0589914566332173
YCR067C	5.09209157656614	0.0349929641814555
YCR068W	4.64986079209246	0.167450934009
YCR069W	6.73036154525969	0.0607154100430023
YCR071C	6.51977258003383	0.149543789138868
YCR072C	6.07842598246972	0.118747650614644
YCR073C	3.28321151788205	0.101572855778125
YCR073W.A	6.17798117679833	0.077905722660951
YCR075C	5.39151094375655	0.0940768717097953
YCR075W.A	6.20021172116549	0.0851316984076149
YCR076C	5.49888354333507	0.0786252873781557
YCR077C	5.76832386227387	0.192618405645426
YCR079W	5.29782762151045	0.0849807915399126
YCR081W	3.21522242924942	0.0792653270302726
YCR082W	7.73306930806512	0.0520353883430005
YCR083W	6.89597588128729	0.150771743825828
YCR084C	7.03193660541818	0.0887365997300478
YCR086W	5.47658561369564	0.0561050452196028
YCR087W	2.15805029072755	0.519376647624115
