target_id	length	eff_length	est_counts	tpm
YIR010W	1731	1532	2260	23.5537
YBL008W	2523	2324	2630	18.0688
YMR178W	825	626	3190	81.3627
YOL008W	624	425	940	35.3141
YHR017W	1158	959	2106	35.063
YKR101W	1965	1766	1059	9.57446
YMR095C	675	476	1271	42.6332
YHR198C	966	767	1505	31.3293
YOR076C	2244	2045	2551	19.9171
YGL015C	393	194	20	1.64603
YNL219C	1668	1469	5502	59.8009
YLR210W	1383	1184	1600	21.5763
YIL034C	864	665	5012	120.337
YLR148W	2757	2558	3012	18.8002
YOR342C	960	761	5780	121.27
YOL070C	1506	1307	5465	66.7611
YDL160C	1521	1322	3665	44.2641
YIL043C	855	656	15291	372.17
YLR124W	345	146	2	0.218719
YGR231C	933	734	5573	121.228
YPR202W	717	518	1302.92	40.1602
YGR034W	384	185	37740.4	3257.19
YMR266W	2862	2663	9956	59.6929
YNL021W	2121	1922	3619	30.0638
YPL107W	747	548	1034	30.1265
YGR088W	1689	1490	1223	13.1054
YHR173C	339	140	8	0.912368
YCR063W	474	275	214	12.4248
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	8105	101.576
YML092C	753	554	7153	206.152
YPR097W	3222	3023	5811	30.6918
YBR201C-A	204	26.1481	44	26.8671
YNL056W	594	395	1829	73.9308
YAL020C	1002	803	1584	31.4955
YDL025C	1863	1664	1970	18.9026
YDL243C	990	791	359.955	7.26576
YFL017C	480	281	1687	95.8557
YGL197W	4464	4265	4045	15.1429
YLR256W-A	1323	1124	0.000120653	1.71389e-06
YHR092C	1731	1532	1038.84	10.8268
YLL011W	1470	1271	6086	76.4532
YDR379C-A	240	46.2784	214	73.8319
YDR113C	1122	923	1628	28.1619
YLR189C	3597	3398	4888	22.9677
YNR074C	1137	938	1810	30.8095
YOL159C	516	317	610	30.7241
YDL247W	1830	1631	193.304	1.89233
YFL028C	870	671	2708	64.437
YML032C	1416	1217	3222	42.2711
YBR256C	717	518	7583	233.733
YOR081C	2250	2051	3242	25.2381
YLR442C	2937	2738	2963	17.2785
YPL024W	726	527	925	28.0246
YMR257C	2403	2204	1210	8.76562
YDL219W	453	254	1786	112.268
YKL122C	504	305	3041	159.194
YKR040C	504	305	13	0.680538
YDL080C	1830	1631	2461	24.0917
YGL240W	753	554	327	9.42425
YEL001C	678	479	10628	354.262
YLR374C	390	191	11	0.919535
YPR168W	474	275	456	26.4753
YDL034W	345	146	1	0.109359
YHR109W	1758	1559	869	8.89985
YJL060W	1335	1136	3278	46.0723
YPL061W	1503	1304	25252	309.191
YDR223W	1404	1205	219	2.90179
YER174C	735	536	2337	69.615
YGR104C	924	725	1356	29.8628
YLR240W	2628	2429	2488	16.3543
YPR062W	477	278	8012	460.156
YDR402C	1470	1271	45	0.565296
YLR037C	375	176	58.9587	5.34865
YMR146C	1044	845	25052	473.363
YGR241C	1707	1508	2370	25.0932
YGL062W	3537	3338	7642.24	36.5547
YPR057W	1026	827	1914	36.9526
YIL012W	342	143	8	0.893228
YDR156W	414	215	1513	112.359
YJR113C	744	545	1769	51.8251
YLR416C	399	200	3	0.239497
YPR131C	588	389	1453	59.6383
YLR029C	615	416	102539	3935.55
YMR155W	1644	1445	1233	13.624
YNL180C	996	797	5030	100.767
YGR164W	336	137	1	0.116543
YOL106W	354	155	74	7.6227
YIL140W	2472	2273	3716	26.1027
YIL171W-A	453	254	0.5	0.0314301
YDR272W	825	626	4759	121.381
YDR114C	303	104.031	2	0.306956
YOR238W	912	713	1604	35.919
YPR077C	372	173	2.99722	0.276619
YKL142W	660	461	4362	151.075
YLR139C	1932	1733	1119	10.3096
YNR044W	2178	1979	10726	86.5368
YPR009W	807	608	1504	39.496
YHR032W	1746	1547	5604	57.8385
YDR429C	825	626	17136	437.063
YGL079W	657	458	1116	38.9052
YNR031C	4740	4541	4062	14.2823
YHR084W	2067	1868	5974	51.0619
YOR004W	765	566	3194	90.1006
YMR086C-A	339	140	10	1.14046
YMR233W	681	482	1142	37.8293
YMR244W	1068	869	51	0.937043
YLL010C	1284	1085	2691	39.5998
YNL188W	1302	1103	2474	35.8124
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	44207.7	424.95
YIL005W	2106	1907	4905	41.0674
YOR365C	2112	1913	15	0.125195
YNR030W	1656	1457	4656	51.0226
YBR265W	963	764	2992	62.5284
Q0055	2565	2366	26	0.175456
YGL131C	4212	4013	2074	8.2518
YDL162C	357	158	6	0.606322
YDR246W-A	201	24.9909	0	0
YHR033W	1272	1073	561	8.3478
YNR040W	771	572	856	23.8939
YNR034W	966	767	882	18.3604
YEL076C	651	452	138.611	4.89629
YHL046W-A	327	128.001	0	0
YDL071C	375	176	32	2.903
YOR173W	1062	863	704	13.0248
YOR337W	2280	2081	4227	32.4317
YGL104C	1461	1262	1002	12.677
YNL181W	1224	1025	3194	49.7531
YDR164C	2175	1976	3674	29.6867
YGR243W	441	242	103	6.79565
YOR107W	930	731	1912	41.7618
YDR464W	4308	4109	5672	22.0399
YGR210C	1236	1037	6347	97.7234
YLR012C	300	101.044	3	0.474046
YOR168W	2430	2231	27043	193.537
YLR054C	2175	1976	166	1.34131
YNL002C	969	770	11754	243.727
YHR193C	525	326	28810	1411.02
YNL294C	1602	1403	3147	35.8136
YOR005C	2835	2636	1070	6.48108
YPR147C	915	716	2334	52.0471
YBR092C	1404	1205	20471.1	271.246
YJL028W	336	137	0	0
YOR242C	1116	917	192	3.34303
YLR077W	1752	1553	3501	35.994
YCR081W	4284	4085	2605	10.1818
YOR396C-A	483	284	0.00983713	0.000553043
YLR458W	381	182	0	0
YBL040C	660	461	4292	148.651
YJR127C	4143	3944	4705	19.0472
YJL176C	2478	2279	4571	32.024
YLR453C	1188	989	349	5.63428
YCR007C	720	521	230	7.04854
YHR128W	651	452	13260	468.397
YOR297C	579	380	906	38.0674
YDR225W	399	200	15293	1220.88
YPR020W	348	149	1569	168.13
YJR003C	1560	1361	3335	39.1243
YIL101C	1944	1745	198	1.81167
YHR136C	447	248	21	1.352
YPR114W	948	749	5200	110.849
YPL189W	1830	1631	262	2.56482
YJL056C	2643	2444	1761	11.5045
YPR169W-A	219	33.0557	32	15.4566
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	1394	16.2107
YDR482C	408	209	799	61.0393
YJL122W	528	329	5004	242.846
YBL058W	1272	1073	8977	133.58
YLL039C	1146	947	7521	126.804
YKL107W	930	731	43	0.939204
YCL017C	1494	1295	4905	60.4753
YER085C	522	323	18	0.889773
YMR186W	2118	1919	131582	1094.79
YCR065W	1695	1496	2594	27.6852
YOR388C	1131	932	45	0.770913
YLR002C	1992	1793	8252	73.4832
YFL045C	765	566	24407	688.505
YPR091C	2313	2114	5219	39.4177
YOL083W	1239	1040	489	7.50731
YLR307C-A	264	66.2053	5	1.20583
YDR366C	399	200	915	73.0466
Q0065	1671	1472	74.6464	0.809674
YER190C-A	576	377	5	0.211757
YDR545C-A	480	281	12.629	0.717584
YNL020C	1917	1718	1381	12.8345
YGL125W	1803	1604	5298	52.7371
YKR038C	1161	962	4167	69.1604
YDL215C	3279	3080	4172	21.6273
YLR354C	1008	809	31518	622.041
YCR022C	345	146	21	2.29655
YFR008W	666	467	459	15.693
YDR284C	870	671	2883	68.6011
YFL013C	2079	1880	3836	32.5784
YKL051W	1062	863	3030	56.0584
YPR174C	666	467	873	29.8474
YMR091C	1308	1109	4431	63.7939
YJL143W	477	278	4190	240.646
YDR112W	309	110.015	0	0
YGR057C	729	530	1194	35.9698
YKL194C	1389	1190	1438	19.2939
YLR308W	939	740	5	0.107882
YBR065C	1095	896	1479	26.3554
YMR029C	1572	1373	2879	33.4796
YHL042W	453	254	67	4.21163
YPR121W	1719	1520	1230	12.9202
YNL068C	2589	2390	4491	30.0023
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	6371	120.382
YGL178W	2580	2381	2963	19.8692
YMR148W	447	248	868	55.8827
YML058W	315	116.007	6069	835.297
YLR249W	3135	2936	268695	1461.21
YGR019W	1416	1217	3616	47.4402
YJL049W	1353	1154	1665	23.0366
YBR263W	1473	1274	13484	168.989
YOR249C	2058	1859	1718	14.7555
YBL097W	2265	2066	1485	11.4764
YCR020W-B	237	44.1265	202	73.0904
YPR044C	354	155	7	0.721066
YDR286C	345	146	358	39.1506
YDR170W-A	1323	1124	726.465	10.3195
YLR342W-A	174	17.1937	1	0.928623
YGR027W-A	1323	1124	8094.18	114.978
YBL043W	774	575	393	10.9127
YLR018C	900	701	2770	63.0915
YMR076C	3834	3635	4813	21.1408
YOR251C	915	716	3516	78.4052
YAR070C	300	101.044	1	0.158015
YBR124W	360	161	0	0
YJR135W-A	264	66.2053	698	168.334
YOR186W	435	236	11	0.7442
YDR083W	1179	980	6820	111.114
YOR011W-A	207	27.3759	0	0
YOR267C	2280	2081	5419.13	41.5783
YLR109W	531	332	51335	2468.79
YOR032C	1305	1106	16	0.23098
YOR091W	1038	839	5629	107.122
YKR059W	1188	989	74881.7	1208.89
YBR205W	1215	1016	6827.11	107.288
YLR316C	969	770	1377	28.553
YDR406W-A	246	50.8321	0	0
YLR292C	582	383	3267	136.194
YCR044C	1074	875	2550	46.5309
YLR216C	1116	917	15025	261.61
YDR046C	1815	1616	12139	119.936
YGR069W	336	137	13	1.51506
YJL092W	3525	3326	3568	17.1282
YDR096W	2685	2486	1422	9.13287
YML018C	1182	983	5178	84.1042
YLR445W	567	368	7	0.30371
YOR138C	2016	1817	3193	28.0578
YOR369C	432	233	83077	5692.9
YGR246C	1791	1592	3827	38.3817
YJR145C	786	587	88693.6	2412.48
YJR138W	4755	4556	3390	11.8802
YHR059W	393	194	607	49.957
YLR138W	2958	2759	8633	49.9596
YHL009W-B	5409	5210	1791.82	5.49119
YDR098C-B	5268	5069	25408.8	80.0333
YNL156C	900	701	2795	63.6609
YNL106C	3552	3353	1593	7.58562
YNL286W	858	659	1344	32.5629
YNL093W	663	464	34	1.16996
YIL040W	417	218	1718	125.828
YKL104C	2154	1955	13023	106.359
YLR186W	759	560	6128	174.719
YDR425W	1878	1679	1425	13.5511
YGL134W	1302	1103	1540	22.2923
YJR094W-A	279	80.3587	8433.42	1675.64
YDR293C	3753	3554	8243	37.032
YBL113W-A	483	284	0	0
YNR015W	1155	956	2581	43.1061
YKL006W	417	218	41153.7	3014.13
YLR456W	615	416	429	16.4654
YDR448W	1305	1106	1922	27.7464
YIL166C	1629	1430	280	3.1263
YDR097C	3729	3530	4508	20.39
YER184C	2385	2186	788	5.75553
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	971	27.6847
YKL095W	837	638	707	17.6933
YLR368W	1797	1598	2193	21.9114
YOR194C	861	662	4621	111.452
YGR060W	930	731	19606	428.234
YHR041C	633	434	1413	51.983
YBR115C	4179	3980	16406	65.8156
YCR097W	381	182	1391	122.029
YBR147W	891	692	306	7.06032
YFL003C	2637	2438	303	1.98435
YHR086W	1572	1373	1747	20.3157
YOL120C	561	362	62136.9	2740.63
YML079W	606	407	2898	113.688
YOR125C	702	503	1059	33.6153
YLR065C	546	347	3225	148.392
YNL298W	2529	2330	3249	22.264
YPL134C	933	734	967	21.0349
YER078C	1536	1337	2458	29.3535
YGL225W	1014	815	12067	236.402
YLR129W	2832	2633	12161	73.7441
YNL224C	2304	2105	2666	20.2217
YNL122C	348	149	509	54.5432
YGL066W	1974	1775	3346	30.0979
YCL067C	633	434	937.949	34.5063
YNL217W	981	782	3149	64.2947
YGL063W	1113	914	684	11.9487
YML030W	480	281	1293	73.4685
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1488	38.884
YOR261C	1017	818	10499	204.929
YLR191W	1161	962	1706	28.3148
YMR316W	1011	812	1454	28.5902
YCR027C	630	431	729	27.0059
YDL046W	522	323	4042	199.803
YER125W	2430	2231	4172	29.8575
YMR263W	606	407	1509	59.1976
YOL113W	1968	1769	1920	17.3294
YAL001C	3483	3284	4080	19.8365
YDR517W	1119	920	3704	64.2824
YBR197C	654	455	1046	36.7053
YDR192C	1293	1094	1900	27.7297
YJR132W	3147	2948	5492	29.7449
YER021W	1572	1373	15518	180.457
YGL034C	366	167	4	0.382431
YKL014C	5295	5096	10818	33.8943
YDL106C	1680	1481	1950	21.0227
YGR197C	1644	1445	1048	11.5798
YDR365C	1887	1688	16299	154.169
YNL280C	1317	1118	6814	97.3127
YCR030C	2613	2414	4185	27.6801
YDL154W	2706	2507	767	4.88484
YDR505C	2526	2327	3500	24.0149
YGL033W	657	458	50	1.74306
YMR211W	1428	1229	1684	21.8776
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	4993	138.645
YGL202W	1503	1304	23045	282.168
YIL176C	363	164	7.89814	0.768936
YOL147C	711	512	874	27.2553
YPR178W	1398	1199	1486	19.7883
YFR007W	1062	863	912	16.873
YEL008W	381	182	9	0.789551
YGR072W	1164	965	2701	44.6896
YER022W	2064	1865	3224	27.601
YNL069C	597	398	73396	2944.41
YIL118W	696	497	4352	139.811
YJR008W	1017	818	1048	20.4558
YKL217W	1851	1652	128	1.23711
YAR060C	336	137	33.5	3.9042
YCL010C	780	581	1671	45.9208
YNL303W	348	149	1	0.107158
YPL036W	2844	2645	806.497	4.8684
YJR024C	735	536	3509	104.527
YBR042C	1194	995	3444	55.2649
YAL047C	1869	1670	1463	13.9874
YER056C-A	366	167	27439.1	2623.39
YFR011C	513	314	1575	80.0866
YDR256C	1548	1349	215	2.54469
YFL065C	309	110.015	32.4451	4.70875
YNL287W	2808	2609	18431	112.793
YAL065C	387	188	1.10274	0.0936535
YGR103W	1818	1619	24079	237.466
YLR061W	366	167	29011	2773.67
YLR171W	390	191	7	0.585159
YGR161W-A	1317	1118	0	0
YOR281C	861	662	4474	107.906
YBR162C	1368	1169	32803	448.031
YJL078C	2646	2447	4826	31.4893
YMR114C	1107	908	784	13.786
YJL152W	360	161	2	0.198341
YGR251W	591	392	1520	61.9108
YJL067W	351	152	8	0.840341
YBR094W	2262	2063	3655	28.2877
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	3231	32.5886
YGR031C-A	492	293	5	0.272465
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	1097	5.20512
YOR260W	1737	1538	10843	112.565
YKL021C	1407	1208	7811	103.24
YKR028W	3102	2903	8066	44.3629
YOR374W	1560	1361	3740	43.8755
YHL026C	948	749	818	17.4374
YNR062C	984	785	26	0.528826
YHR014W	876	677	22	0.518851
YCR028C	1539	1340	2639	31.4444
YDL015C	933	734	12448	270.777
YJL102W	2460	2261	1391	9.82281
YCR016W	873	674	4517	107.004
YER058W	324	125.002	397	50.7086
YER149C	1263	1064	2384	35.7745
YJL147C	1149	950	929	15.6135
YDL035C	2886	2687	5026	29.8651
YDR533C	714	515	1988	61.6337
YGL222C	528	329	880	42.7067
YDL090C	1296	1097	1973	28.7164
YBR177C	1356	1157	9547	131.748
YJL034W	2049	1850	27181	234.586
YML012C-A	378	179	0	0
YNR059W	1743	1544	1339	13.8466
YOR034C-A	243	48.5146	12	3.94928
YGR156W	1278	1079	990	14.6495
YLR066W	555	356	2919	130.916
YBR125C	1182	983	1910	31.0234
YOR376W	369	170	0	0
YBR173C	447	248	3013	193.98
YCL023C	348	149	1	0.107158
YHR057C	618	419	2791	106.354
YAL051W	3144	2945	2634	14.2804
YOL162W	648	449	33	1.17348
YOR077W	699	500	594	18.9682
YLR234W	1971	1772	410	3.69427
YDR198C	1440	1241	2056	26.4521
YJR124C	1347	1148	3580	49.7909
YHR107C	1224	1025	5513	85.8763
YER112W	564	365	3624	158.527
YLL066C	3618	3419	7624.82	35.6073
YCL026C-A	582	383	37	1.54245
YLR174W	1239	1040	268	4.11444
YCR018C-A	255	58.2335	1004.23	275.339
YGR108W	1416	1217	5644	74.0467
YDR346C	1446	1247	15206	194.696
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	17467	171.306
YER165C-A	357	158	0	0
YKR092C	1221	1022	12978	202.752
YLR269C	351	152	0	0
YEL069C	1695	1496	9.9	0.10566
YLR117C	2064	1865	2768	23.6972
YLR385C	399	200	140	11.1765
YBR250W	1572	1373	239	2.77931
YDR143C	1833	1634	3116	30.4477
YER185W	912	713	131	2.93353
YGL007W	378	179	5	0.445991
YAL031C	2283	2084	1930	14.7866
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2640	28.9303
YGR139W	339	140	1	0.114046
YLR089C	1779	1580	6636	67.0592
YKL222C	2118	1919	1286	10.6998
YKL155C	1887	1688	2843	26.8914
YGR154C	1071	872	548	10.034
YNL277W	1461	1262	522	6.6042
YOL061W	1491	1292	11198	138.384
YDL014W	984	785	23921	486.54
YFR013W	2364	2165	4602	33.9389
YCL064C	1083	884	1523	27.5079
YDR493W	372	173	524	48.3609
YLR345W	1530	1331	1813	21.7485
YGL022W	2157	1958	16769	136.742
YLR192C	798	599	8271	220.465
YOR265W	321	122.003	1005	131.524
YCL019W	5313	5114	6317.69	19.7245
YDR031W	366	167	331	31.6461
YOR333C	417	218	2	0.146481
YDL190C	2886	2687	5843	34.7198
YKR083C	402	203	661	51.9894
YBR141C	1014	815	1505	29.4841
YAL008W	597	398	1560	62.5822
YDR453C	591	392	457	18.614
YDR191W	1113	914	548	9.5729
YDR490C	2301	2102	1892	14.3713
YER107W-A	321	122.003	0	0
YLR459W	1185	986	3018	48.871
YNL193W	1677	1478	2092	22.5994
YHR099W	11235	11036	8405	12.16
