target_id	length	eff_length	est_counts	tpm
YMR113W	1284	1085	1974	32.1435
YGR035C	351	152	529	61.4876
YDL222C	930	731	108	2.61025
YCL008C	1158	959	1233	22.7154
YEL065W	1887	1688	1740	18.2118
YNL335W	678	479	16	0.590147
YMR296C	1677	1478	7182	85.8512
YDR232W	1647	1448	4381	53.454
YGR190C	366	167	2	0.211587
YHR116W	456	257	345	23.7171
YDR313C	861	662	786	20.9768
YFR018C	1092	893	1867	36.9376
YKL007W	807	608	4672	135.761
YIL048W	3456	3257	3995	21.6708
YDL213C	678	479	5188	191.355
YDR443C	4263	4064	1437	6.2471
YNL292W	1212	1013	3342	58.2871
YKL183C-A	213	30.0561	2	1.17564
YOR324C	1809	1610	1827	20.0488
YNL134C	1131	932	6469	122.63
YKL100C	1764	1565	4877	55.0572
YOR192C-B	5313	5114	9379.93	32.4052
YPL021W	564	365	0	0
YIL146C	1590	1391	500	6.35065
YLR299C-A	93	7.96714	0	0
YNL218W	1764	1565	1220	13.7728
YIL121W	1629	1430	20606	254.585
YNL228W	777	578	43	1.31437
YDL167C	2160	1961	7594	68.4177
YPL214C	1623	1424	1963	24.3549
YOR228C	909	710	525	13.064
YBR270C	1638	1439	713	8.75395
YGR222W	882	683	1469	37.9994
YEL063C	1773	1574	7239	81.2549
YAL068W-A	255	58.2335	0	0
YML020W	1995	1796	1676	16.4871
YGR121C	1479	1280	463	6.39067
YBR222C	1632	1433	3875	47.775
YDL095W	2454	2255	17760	139.146
YDL003W	1701	1502	4235	49.8149
YOR323C	1371	1172	12464	187.891
YMR183C	888	689	4571	117.211
YOR274W	1287	1088	1597	25.9329
YER146W	282	83.2735	1956	414.99
YML075C	3165	2966	6447	38.4027
YOL035C	303	104.031	0	0
YPL063W	1431	1232	6134	87.9647
YDR457W	9807	9608	8682	15.9648
YLR273C	1947	1748	853	8.6215
YDR181C	1446	1247	1667	23.6181
YLR434C	384	185	53	5.0615
YGL097W	1449	1250	8359	118.146
YCL056C	435	236	590	44.1688
YJL083W	1815	1616	515	5.63043
YMR242W-A	90	7.80345	0	0
YOR026W	1026	827	1419	30.3146
YPL140C	1521	1322	1392	18.603
YNR016C	6702	6503	41523	112.811
YER123W	1575	1376	3455	44.3614
YGR055W	1725	1526	10304	119.296
YKR054C	12279	12080	3920	5.73317
YMR315W	1050	851	8035	166.814
YAL024C	4308	4109	2146	9.22718
YKL202W	582	383	127	5.85842
YKL187C	2253	2054	252	2.16758
YDR383C	717	518	614	20.9418
YDR396W	501	302	7	0.409512
YGR115C	780	581	4	0.121635
YKL055C	837	638	234	6.47993
YDR035W	1113	914	18904	365.412
YBL062W	381	182	3	0.291223
YHR160C	852	653	24	0.649342
YGR047C	3078	2879	3304	20.2756
YDR119W	2307	2108	7734	64.82
YBR208C	5508	5309	2108	7.01509
YER151C	2739	2540	6221	43.2715
YLR070C	1071	872	176	3.56592
YPR019W	2802	2603	3789	25.7173
YPL228W	1650	1451	2928	35.6516
YPR190C	1965	1766	5085	50.8716
YGR041W	1644	1445	1862	22.766
YDR353W	960	761	21112	490.14
YHR097C	1101	902	1013	19.8417
YPL047W	300	101.044	454	79.382
YPL014W	1146	947	1832	34.1783
YGR007W	972	773	3506	80.1323
YML116W	1629	1430	2503	30.9243
YOL137W	1494	1295	2115	28.8547
YGL155W	1131	932	2675	50.7088
YER061C	1329	1130	1340	20.9509
YKL214C	612	413	1640	70.1567
YPL119C	1854	1655	201	2.14572
YDL125C	477	278	6294	399.998
YHR186C	4674	4475	3029	11.9586
YKL011C	1062	863	1051	21.5163
YLL019C	2214	2015	1295	11.3546
YNL257C	3690	3491	4024	20.365
YGL199C	471	272	17	1.10422
YJR092W	4344	4145	4801	20.4636
YDR010C	333	134.001	2	0.263693
YBL059W	582	383	440	20.2969
YBR291C	900	701	691	17.4155
YPL189C-A	207	27.3759	156	100.677
YDR262W	819	620	1883	53.6579
YFL012W	447	248	12	0.85488
YLR078C	735	536	1949	64.2425
YDR072C	1584	1385	4840	61.7406
YDR179C	489	290	422	25.7093
YKL153W	510	311	45	2.55639
YOR108C-A	210	28.6775	0	0
YGR220C	810	611	2177	62.9496
YIL053W	753	554	44310	1413.08
YMR161W	675	476	1897	70.4102
YER011W	765	566	195	6.08686
YDR258C	2436	2237	3913	30.9043
YDR467C	327	128.001	13	1.79434
YGL162W	900	701	708	17.8439
YNL243W	2907	2708	9109	59.4289
YBR234C	1155	956	7000	129.365
YNL047C	1971	1772	1710	17.0494
YKL038W	3513	3314	1900	10.1292
YFL053W	1776	1577	42	0.470536
YOR200W	399	200	6	0.530025
YKR060W	825	626	2273	64.1506
YPR200C	393	194	89	8.1052
YLR411W	726	527	169	5.66567
YLR318W	2655	2456	1183	8.51004
YHR150W	1740	1541	1188	13.6204
YGL219C	1380	1181	2087	31.2211
YFL009W	2340	2141	4569.99	37.7115
YBR045C	1920	1721	343	3.52118
YMR039C	879	680	3751	97.4571
YKL195W	1212	1013	6061	105.709
YPR127W	1038	839	1534	32.3027
YPL188W	1245	1046	2051	34.6425
YGL147C	576	377	61996.3	2905.36
YDR217C	3930	3731	4083	19.3343
YML015C	1041	842	2227	46.7287
YJR126C	2436	2237	5461	43.1302
YPR026W	3636	3437	999	5.13525
YHR073W	2991	2792	6440	40.7517
YMR274C	948	749	929	21.9134
YMR008C	1995	1796	4552	44.7787
YHR125W	306	107.022	1	0.165083
YER119C-A	372	173	2	0.204249
YDL227C	1761	1562	5482	62.006
YOR197W	1299	1100	5555	89.2209
YDR034C-C	1317	1118	977.194	15.4424
YNL081C	432	233	1708	129.511
YKL096W-A	279	80.3587	28853	6343.57
YDR532C	1158	959	1207	22.2364
YNL319W	441	242	0	0
YDR049W	1899	1700	2808	29.1826
YBR113W	483	284	6	0.373257
YKL170W	417	218	806	65.3212
YJL043W	774	575	27	0.829605
YGL047W	609	410	546	23.528
YLR006C	2139	1940	1403	12.7771
YHR079C	3348	3149	2928	16.4276
YPR171W	1731	1532	1673	19.2936
YML063W	768	569	112992	3508.41
YLR178C	660	461	1020	39.0908
YHL029C	2040	1841	4052	38.8858
YJL090C	2295	2096	2237	18.856
YBR008C	1647	1448	1239	15.1174
YDR372C	1038	839	5734	120.746
YOR184W	1188	989	16532	295.328
YHR218W	1812	1613	399.587	4.37676
YMR203W	1164	965	6388	116.953
YBL006W-A	150	13.0193	0	0
YIR008C	1230	1031	2048	35.0951
YBL024W	2055	1856	9241	87.9663
YDR317W	1245	1046	289	4.88137
YOL166C	339	140	2	0.252393
YJL087C	2484	2285	3433	26.5438
YJL038C	660	461	24	0.919784
YDR043C	696	497	246	8.74489
YHR028C	2457	2258	7839	61.3355
YOR340C	981	782	7353	166.124
YCL044C	1254	1055	1032	17.2823
YEL072W	696	497	309	10.9844
YFR022W	2202	2003	896	7.90319
YIR010W	1731	1532	1786	20.5967
YBL008W	2523	2324	2218	16.8617
YMR178W	825	626	2784	78.5725
YOL008W	624	425	740	30.7623
YHR017W	1158	959	1711	31.5215
YKR101W	1965	1766	997	9.97424
YMR095C	675	476	1355	50.293
YHR198C	966	767	1274	29.346
YOR076C	2244	2045	2177	18.8079
YGL015C	393	194	9	0.819627
YNL219C	1668	1469	4922	59.1964
YLR210W	1383	1184	1414	21.0995
YIL034C	864	665	3446	91.5523
YLR148W	2757	2558	2876	19.8639
YOR342C	960	761	5073	117.776
YOL070C	1506	1307	4572	61.8025
YDL160C	1521	1322	3026	40.4402
YIL043C	855	656	12374	333.259
YLR124W	345	146	2	0.242021
YGR231C	933	734	5079	122.252
YPR202W	717	518	1053.62	35.936
YGR034W	384	185	37104.7	3543.5
YMR266W	2862	2663	8241	54.6744
YNL021W	2121	1922	3437	31.5938
YPL107W	747	548	982	31.6597
YGR088W	1689	1490	884	10.4819
YHR173C	339	140	7	0.883374
YCR063W	474	275	180	11.5642
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	4071	56.4556
YML092C	753	554	5447	173.709
YPR097W	3222	3023	5383	31.4602
YBR201C-A	204	26.1481	34	22.9728
YNL056W	594	395	1739	77.7818
YAL020C	1002	803	1277	28.0964
YDL025C	1863	1664	1721	18.2727
YDL243C	990	791	389.129	8.69146
YFL017C	480	281	1370	86.137
YGL197W	4464	4265	3134	12.9824
YLR256W-A	1323	1124	0.000135228	2.12558e-06
YHR092C	1731	1532	784.408	9.04604
YLL011W	1470	1271	6337	88.0874
YDR379C-A	240	46.2784	132	50.393
YDR113C	1122	923	1216	23.2759
YLR189C	3597	3398	4379	22.7681
YNR074C	1137	938	1976	37.2186
YOL159C	516	317	508	28.3126
YDL247W	1830	1631	157.931	1.71076
YFL028C	870	671	2790	73.461
YML032C	1416	1217	2525	36.6561
YBR256C	717	518	7545	257.339
YOR081C	2250	2051	2103	18.1154
YLR442C	2937	2738	2529	16.3189
YPL024W	726	527	846	28.3619
YMR257C	2403	2204	1272	10.1965
YDL219W	453	254	1383	96.1975
YKL122C	504	305	2980	172.62
YKR040C	504	305	18	1.04267
YDL080C	1830	1631	2107	22.8237
YGL240W	753	554	269	8.57863
YEL001C	678	479	9114	336.162
YLR374C	390	191	7	0.647501
YPR168W	474	275	322	20.6871
YDL034W	345	146	0	0
YHR109W	1758	1559	649	7.35485
YJL060W	1335	1136	2460	38.2589
YPL061W	1503	1304	22804	308.965
YDR223W	1404	1205	176	2.58048
YER174C	735	536	2146	70.736
YGR104C	924	725	1103	26.879
YLR240W	2628	2429	2230	16.2201
YPR062W	477	278	7347	466.918
YDR402C	1470	1271	37	0.514318
YLR037C	375	176	52.5098	5.27112
YMR146C	1044	845	20577	430.23
YGR241C	1707	1508	1831	21.4517
YGL062W	3537	3338	6822.45	36.1102
YPR057W	1026	827	1857	39.6718
YIL012W	342	143	11	1.35904
YDR156W	414	215	1070	87.9267
YJR113C	744	545	1503	48.7234
YLR416C	399	200	3	0.265013
YPR131C	588	389	1305	59.2702
YLR029C	615	416	98788	4195.52
YMR155W	1644	1445	1250	15.2833
YNL180C	996	797	4177	92.5937
YGR164W	336	137	3	0.386879
YOL106W	354	155	58	6.61107
YIL140W	2472	2273	2809	21.8337
YIL171W-A	453	254	0	0
YDR272W	825	626	4388	123.842
YDR114C	303	104.031	4	0.679316
YOR238W	912	713	1489	36.8961
YPR077C	372	173	1.37885	0.140814
YKL142W	660	461	3620	138.734
YLR139C	1932	1733	904	9.21606
YNR044W	2178	1979	7683	68.5899
YPR009W	807	608	1366	39.6938
YHR032W	1746	1547	4842	55.2981
YDR429C	825	626	16181	456.674
YGL079W	657	458	882	34.0235
YNR031C	4740	4541	3736	14.5355
YHR084W	2067	1868	4580	43.3176
YOR004W	765	566	3027	94.4869
YMR086C-A	339	140	11	1.38816
YMR233W	681	482	1033	37.8642
YMR244W	1068	869	46	0.935219
YLL010C	1284	1085	2187	35.6118
YNL188W	1302	1103	2301	36.8567
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	34163.7	363.388
YIL005W	2106	1907	3703	34.3067
YOR365C	2112	1913	31	0.286301
YNR030W	1656	1457	4034	48.9161
YBR265W	963	764	2436	56.3325
Q0055	2565	2366	23	0.171747
YGL131C	4212	4013	1956	8.61143
YDL162C	357	158	3	0.335459
YDR246W-A	201	24.9909	3	2.12088
YHR033W	1272	1073	458	7.54121
YNR040W	771	572	778	24.0303
YNR034W	966	767	719	16.5619
YEL076C	651	452	125.102	4.88992
YHL046W-A	327	128.001	0	0
YDL071C	375	176	37	3.71419
YOR173W	1062	863	544	11.1369
YOR337W	2280	2081	3588	30.4618
YGL104C	1461	1262	819	11.4657
YNL181W	1224	1025	3074	52.9853
YDR164C	2175	1976	2995	26.7784
YGR243W	441	242	131	9.56382
YOR107W	930	731	1363	32.9423
YDR464W	4308	4109	4796	20.6214
YGR210C	1236	1037	4986	84.9472
YLR012C	300	101.044	0	0
YOR168W	2430	2231	22868	181.094
YLR054C	2175	1976	135	1.20704
YNL002C	969	770	12185	279.583
YHR193C	525	326	26414	1431.5
YNL294C	1602	1403	2816	35.461
YOR005C	2835	2636	943	6.32036
YPR147C	915	716	1969	48.5857
YBR092C	1404	1205	15852.5	232.427
YJL028W	336	137	0	0
YOR242C	1116	917	166	3.19826
YLR077W	1752	1553	3058	34.789
YCR081W	4284	4085	2394	10.354
YOR396C-A	483	284	0.00270561	0.000168315
YLR458W	381	182	0	0
YBL040C	660	461	3663	140.382
YJR127C	4143	3944	3475	15.5666
YJL176C	2478	2279	3920	30.3891
YLR453C	1188	989	336	6.00231
YCR007C	720	521	174	5.90047
YHR128W	651	452	10314	403.148
YOR297C	579	380	858	39.8914
YDR225W	399	200	15988	1412.34
YPR020W	348	149	1376	163.158
YJR003C	1560	1361	3147	40.8521
YIL101C	1944	1745	144	1.45795
YHR136C	447	248	26	1.85224
YPR114W	948	749	4011	94.612
YPL189W	1830	1631	216	2.33978
YJL056C	2643	2444	1527	11.0386
YPR169W-A	219	33.0557	22	11.7585
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	986	12.6877
YDR482C	408	209	743	62.8084
YJL122W	528	329	4575	245.68
YBL058W	1272	1073	7556	124.414
YLL039C	1146	947	6589	122.926
YKL107W	930	731	39	0.94259
YCL017C	1494	1295	3704	50.5332
YER085C	522	323	21	1.14866
YMR186W	2118	1919	115737	1065.55
YCR065W	1695	1496	2080	24.5645
YOR388C	1131	932	22.1905	0.420655
YLR002C	1992	1793	7652	75.3998
YFL045C	765	566	22941	716.096
YPR091C	2313	2114	3803	31.7831
YOL083W	1239	1040	372	6.31953
YLR307C-A	264	66.2053	11	2.93545
YDR366C	399	200	1078	95.2279
Q0065	1671	1472	60.708	0.728641
YER190C-A	576	377	2.6	0.121845
YDR545C-A	480	281	17.6362	1.10886
YNL020C	1917	1718	1016	10.4483
YGL125W	1803	1604	4318	47.5613
YKR038C	1161	962	3677	67.5296
YDL215C	3279	3080	4081	23.4095
YLR354C	1008	809	24059	525.417
YCR022C	345	146	23	2.78324
YFR008W	666	467	382	14.4518
YDR284C	870	671	2874	75.6728
YFL013C	2079	1880	3199	30.063
YKL051W	1062	863	1889	38.672
YPR174C	666	467	691	26.1419
YMR091C	1308	1109	3588	57.1605
YJL143W	477	278	4337	275.626
YDR112W	309	110.015	1	0.160591
YGR057C	729	530	1089	36.3017
YKL194C	1389	1190	1270	18.8552
YLR308W	939	740	3	0.0716251
YBR065C	1095	896	1126	22.2027
YMR029C	1572	1373	2715	34.9361
YHL042W	453	254	43	2.99096
YPR121W	1719	1520	1070	12.437
YNL068C	2589	2390	3256	24.0692
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	4962	103.747
YGL178W	2580	2381	2339	17.3559
YMR148W	447	248	704	50.1529
YML058W	315	116.007	5543	844.18
YLR249W	3135	2936	225796	1358.74
YGR019W	1416	1217	2588	37.5707
YJL049W	1353	1154	1545	23.6536
YBR263W	1473	1274	11595	160.797
YOR249C	2058	1859	1551	14.7404
YBL097W	2265	2066	1390	11.8867
YCR020W-B	237	44.1265	200	80.0766
YPR044C	354	155	12	1.36781
YDR286C	345	146	371	44.8948
YDR170W-A	1323	1124	620.956	9.76045
YLR342W-A	174	17.1937	4	4.11023
YGR027W-A	1323	1124	5325.09	83.7021
YBL043W	774	575	293	9.00275
YLR018C	900	701	2613	65.8562
YMR076C	3834	3635	3877	18.8437
YOR251C	915	716	3010	74.2726
YAR070C	300	101.044	0	0
YBR124W	360	161	1	0.109736
YJR135W-A	264	66.2053	793	211.62
YOR186W	435	236	17	1.27266
YDR083W	1179	980	6519	117.525
YOR011W-A	207	27.3759	1	0.645368
YOR267C	2280	2081	3565.49	30.2707
YLR109W	531	332	40225	2140.59
YOR032C	1305	1106	25	0.399356
YOR091W	1038	839	4270	89.9169
YKR059W	1188	989	66585.4	1189.48
YBR205W	1215	1016	5639.4	98.065
YLR316C	969	770	1304	29.92
YDR406W-A	246	50.8321	0	0
YLR292C	582	383	2898	133.683
YCR044C	1074	875	2610	52.6997
YLR216C	1116	917	12014	231.469
YDR046C	1815	1616	10028	109.635
YGR069W	336	137	6	0.773758
YJL092W	3525	3326	2883	15.3143
YDR096W	2685	2486	1060	7.53321
YML018C	1182	983	5340	95.9761
YLR445W	567	368	4	0.192038
YOR138C	2016	1817	2764	26.8756
YOR369C	432	233	84884	6436.43
YGR246C	1791	1592	3222	35.7567
YJR145C	786	587	83567.1	2515.2
YJR138W	4755	4556	2742	10.6331
YHR059W	393	194	579	52.7293
YLR138W	2958	2759	8172	52.3302
YHL009W-B	5409	5210	1626.03	5.51399
YDR098C-B	5268	5069	17274.4	60.2082
YNL156C	900	701	2685	67.6709
YNL106C	3552	3353	1339	7.05541
YNL286W	858	659	1191	31.9302
YNL093W	663	464	22	0.837684
YIL040W	417	218	1622	131.453
YKL104C	2154	1955	10406	94.04
YLR186W	759	560	5733	180.871
YDR425W	1878	1679	1098	11.5539
YGL134W	1302	1103	1267	20.2944
YJR094W-A	279	80.3587	11167.4	2455.25
YDR293C	3753	3554	6401	31.8204
YBL113W-A	483	284	0	0
YNR015W	1155	956	1915	35.3905
YKL006W	417	218	42099.2	3411.87
YLR456W	615	416	367	15.5865
YDR448W	1305	1106	1753	28.0028
YIL166C	1629	1430	238	2.94047
YDR097C	3729	3530	4009	20.0649
YER184C	2385	2186	685	5.53625
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	703	22.179
YKL095W	837	638	605	16.7537
YLR368W	1797	1598	1967	21.7472
YOR194C	861	662	4367	116.547
YGR060W	930	731	16839	406.981
YHR041C	633	434	1179	47.9954
YBR115C	4179	3980	14501	64.371
YCR097W	381	182	1239	120.275
YBR147W	891	692	336	8.57845
YFL003C	2637	2438	239	1.73197
YHR086W	1572	1373	1709	21.9911
YOL120C	561	362	61421.7	2997.71
YML079W	606	407	2264	98.2783
YOR125C	702	503	970	34.0706
YLR065C	546	347	3103	157.989
YNL298W	2529	2330	2784	21.11
YPL134C	933	734	872	20.9892
YER078C	1536	1337	2146	28.3579
YGL225W	1014	815	11131	241.297
YLR129W	2832	2633	12048	80.8425
YNL224C	2304	2105	2389	20.0512
YNL122C	348	149	494	58.5755
YGL066W	1974	1775	2681	26.6854
YCL067C	633	434	857.667	34.9144
YNL217W	981	782	2466	55.7137
YGL063W	1113	914	564	10.9021
YML030W	480	281	1158	72.8078
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1343	38.8338
YOR261C	1017	818	9892	213.652
YLR191W	1161	962	1359	24.9586
YMR316W	1011	812	1053	22.9112
YCR027C	630	431	793	32.5066
YDL046W	522	323	3303	180.668
YER125W	2430	2231	3358	26.5923
YMR263W	606	407	1389	60.2953
YOL113W	1968	1769	1651	16.489
YAL001C	3483	3284	3684	19.8195
YDR517W	1119	920	2890	55.499
YBR197C	654	455	632	24.5404
YDR192C	1293	1094	1456	23.5136
YJR132W	3147	2948	4509	27.0227
YER021W	1572	1373	13799	177.563
YGL034C	366	167	5	0.528967
YKL014C	5295	5096	9410	32.6239
YDL106C	1680	1481	1663	19.8387
YGR197C	1644	1445	817	9.98918
YDR365C	1887	1688	14409	150.812
YNL280C	1317	1118	5828	92.0986
YCR030C	2613	2414	3042	22.2637
YDL154W	2706	2507	649	4.57368
YDR505C	2526	2327	3313	25.1536
YGL033W	657	458	58	2.23737
YMR211W	1428	1229	1681	24.1652
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	4478	137.592
YGL202W	1503	1304	16790	227.483
YIL176C	363	164	1.30718	0.140821
YOL147C	711	512	927	31.9879
YPR178W	1398	1199	1353	19.9367
YFR007W	1062	863	817	16.7258
YEL008W	381	182	11	1.06782
YGR072W	1164	965	2316	42.402
YER022W	2064	1865	3072	29.1017
YNL069C	597	398	64708	2872.44
YIL118W	696	497	4434	157.621
YJR008W	1017	818	814	17.5811
YKL217W	1851	1652	127	1.35822
YAR060C	336	137	32.5	4.19119
YCL010C	780	581	1507	45.8261
YNL303W	348	149	1	0.118574
YPL036W	2844	2645	704.484	4.70566
YJR024C	735	536	3235	106.631
YBR042C	1194	995	3260	57.8855
YAL047C	1869	1670	1253	13.2559
YER056C-A	366	167	23728	2510.26
YFR011C	513	314	1315	73.9897
YDR256C	1548	1349	229	2.99916
YFL065C	309	110.015	13.3214	2.13931
YNL287W	2808	2609	15850	107.332
YAL065C	387	188	0	0
YGR103W	1818	1619	23816	259.895
YLR061W	366	167	27464	2905.51
YLR171W	390	191	1	0.0925001
YGR161W-A	1317	1118	0	0
YOR281C	861	662	4368	116.574
YBR162C	1368	1169	29683	448.61
YJL078C	2646	2447	3364	24.2883
YMR114C	1107	908	703	13.6787
YJL152W	360	161	3	0.329208
YGR251W	591	392	1497	67.4701
YJL067W	351	152	2	0.232467
YBR094W	2262	2063	3008	25.7605
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	3403	37.9801
YGR031C-A	492	293	4	0.241195
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	955	5.01411
YOR260W	1737	1538	8406	96.5625
YKL021C	1407	1208	7260	106.181
YKR028W	3102	2903	6724	40.9219
YOR374W	1560	1361	3037	39.4241
YHL026C	948	749	677	15.9692
YNR062C	984	785	24	0.540153
YHR014W	876	677	18	0.469742
YCR028C	1539	1340	2521	33.2387
YDL015C	933	734	11100	267.179
YJL102W	2460	2261	1039	8.11877
YCR016W	873	674	4331	113.528
YER058W	324	125.002	434	61.3405
YER149C	1263	1064	2063	34.2557
YJL147C	1149	950	889	16.5331
YDL035C	2886	2687	4539	29.8448
YDR533C	714	515	1502	51.5274
YGL222C	528	329	601	32.2741
YDL090C	1296	1097	1942	31.2765
YBR177C	1356	1157	7082	108.143
YJL034W	2049	1850	19596	187.142
YML012C-A	378	179	5	0.493506
YNR059W	1743	1544	1137	13.0103
YOR034C-A	243	48.5146	8	2.91335
YGR156W	1278	1079	726	11.8875
YLR066W	555	356	2804	139.156
YBR125C	1182	983	1644	29.5477
YOR376W	369	170	0	0
YBR173C	447	248	2711	193.132
YCL023C	348	149	0	0
YHR057C	618	419	2508	105.752
YAL051W	3144	2945	2083	12.4962
YOL162W	648	449	43	1.69199
YOR077W	699	500	579	20.459
YLR234W	1971	1772	367	3.65913
YDR198C	1440	1241	1871	26.6365
YJR124C	1347	1148	3206	49.3398
YHR107C	1224	1025	4523	77.9611
YER112W	564	365	3182	154.022
YLL066C	3618	3419	6824.9	35.2673
YCL026C-A	582	383	36	1.66065
YLR174W	1239	1040	253	4.29796
YCR018C-A	255	58.2335	900.555	273.22
YGR108W	1416	1217	5323	77.2754
YDR346C	1446	1247	14951	211.826
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	16456	178.585
YER165C-A	357	158	0	0
YKR092C	1221	1022	10099	174.583
YLR269C	351	152	0	0
YEL069C	1695	1496	8	0.0944787
YLR117C	2064	1865	2609	24.7156
YLR385C	399	200	103	9.09877
YBR250W	1572	1373	179	2.30334
YDR143C	1833	1634	2555	27.6258
YER185W	912	713	129	3.19651
YGL007W	378	179	5	0.493506
YAL031C	2283	2084	1598	13.5474
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2239	27.15
YGR139W	339	140	1	0.126196
YLR089C	1779	1580	5648	63.1558
YKL222C	2118	1919	1101	10.1365
YKL155C	1887	1688	2745	28.7306
YGR154C	1071	872	480	9.72524
YNL277W	1461	1262	498	6.97181
YOL061W	1491	1292	9641	131.836
YDL014W	984	785	20656	464.892
YFR013W	2364	2165	3745	30.5611
YCL064C	1083	884	1305	26.0816
YDR493W	372	173	525	53.6153
YLR345W	1530	1331	1686	22.3797
YGL022W	2157	1958	13327	120.253
YLR192C	798	599	6457	190.449
YOR265W	321	122.003	901	130.475
YCL019W	5313	5114	5025.2	17.3607
YDR031W	366	167	356	37.6625
YOR333C	417	218	5	0.405218
YDL190C	2886	2687	5085	33.4348
YKR083C	402	203	619	53.8729
YBR141C	1014	815	1390	30.1323
YAL008W	597	398	1393	61.8363
YDR453C	591	392	348	15.6844
YDR191W	1113	914	624	12.0618
YDR490C	2301	2102	1475	12.3975
YER107W-A	321	122.003	1	0.144812
YLR459W	1185	986	2897	51.9095
YNL193W	1677	1478	1762	21.0624
YHR099W	11235	11036	6840	10.9501
YLR360W	1320	1121	1360	21.4343
YKL070W	510	311	4	0.227235
