target_id	length	eff_length	est_counts	tpm
YKL007W	807	608	5898	143.19
YIL048W	3456	3257	4168	18.8896
YDL213C	678	479	6041	186.16
YDR443C	4263	4064	2009	7.2969
YNL292W	1212	1013	4079	59.437
YKL183C-A	213	30.0561	1	0.491111
YOR324C	1809	1610	2113	19.3725
YNL134C	1131	932	9736	154.197
YKL100C	1764	1565	6631	62.5427
YOR192C-B	5313	5114	15059.5	43.4673
YPL021W	564	365	0	0
YIL146C	1590	1391	594	6.30335
YLR299C-A	93	7.96714	0	0
YNL218W	1764	1565	1320	12.4501
YIL121W	1629	1430	27727	286.206
YNL228W	777	578	36	0.919363
YDL167C	2160	1961	9625	72.4495
YPL214C	1623	1424	2369	24.5565
YOR228C	909	710	732	15.2183
YBR270C	1638	1439	900	9.23196
YGR222W	882	683	1693	36.5888
YEL063C	1773	1574	8504	79.75
YAL068W-A	255	58.2335	0	0
YML020W	1995	1796	2098	17.2429
YGR121C	1479	1280	669	7.71487
YBR222C	1632	1433	5871	60.4753
YDL095W	2454	2255	23515	153.926
YDL003W	1701	1502	4810	47.2702
YOR323C	1371	1172	16959	213.592
YMR183C	888	689	5976	128.028
YOR274W	1287	1088	1973	26.7677
YER146W	282	83.2735	2385	422.76
YML075C	3165	2966	8476	42.1825
YOL035C	303	104.031	1	0.141889
YPL063W	1431	1232	8233	98.6415
YDR457W	9807	9608	11125	17.0915
YLR273C	1947	1748	1006	8.49511
YDR181C	1446	1247	1944	23.0113
YLR434C	384	185	77	6.14372
YGL097W	1449	1250	9799	115.713
YCL056C	435	236	634	39.6542
YJL083W	1815	1616	647	5.90983
YMR242W-A	90	7.80345	0	0
YOR026W	1026	827	1709	30.5034
YPL140C	1521	1322	1746	19.4951
YNR016C	6702	6503	53005	120.314
YER123W	1575	1376	3789	40.6461
YGR055W	1725	1526	11397	110.242
YKR054C	12279	12080	5088	6.21717
YMR315W	1050	851	11302	196.037
YAL024C	4308	4109	2539	9.12092
YKL202W	582	383	132	5.0873
YKL187C	2253	2054	359	2.57992
YDR383C	717	518	733	20.8875
YDR396W	501	302	14	0.684279
YGR115C	780	581	1.48974	0.0378484
YKL055C	837	638	297	6.87144
YDR035W	1113	914	22299	360.124
YBL062W	381	182	1	0.0811037
YHR160C	852	653	28	0.632932
YGR047C	3078	2879	3773	19.3445
YDR119W	2307	2108	9155	64.1062
YBR208C	5508	5309	2491	6.92585
YER151C	2739	2540	8413	48.8911
YLR070C	1071	872	231	3.91028
YPR019W	2802	2603	4956	28.1041
YPL228W	1650	1451	3395	34.537
YPR190C	1965	1766	6973	58.2829
YGR041W	1644	1445	2879	29.4094
YDR353W	960	761	26662	517.155
YHR097C	1101	902	1405	22.9923
YPL047W	300	101.044	507	74.0646
YPL014W	1146	947	5957	92.8517
YGR007W	972	773	4348	83.0276
YML116W	1629	1430	2629	27.1373
YOL137W	1494	1295	2532	28.8607
YGL155W	1131	932	3183	50.4119
YER061C	1329	1130	1728	22.5724
YKL214C	612	413	1887	67.4426
YPL119C	1854	1655	261	2.32785
YDL125C	477	278	7948	422.013
YHR186C	4674	4475	3624	11.9538
YKL011C	1062	863	1193	20.4053
YLL019C	2214	2015	1718	12.5852
YNL257C	3690	3491	4923	20.8158
YGL199C	471	272	17	0.922555
YJR092W	4344	4145	6514	23.1972
YDR010C	333	134.001	3	0.330466
YBL059W	582	383	608	23.4324
YBR291C	900	701	917	19.3092
YPL189C-A	207	27.3759	190	102.447
YDR262W	819	620	2820	67.1382
YFL012W	447	248	29	1.72607
YLR078C	735	536	2212	60.9162
YDR072C	1584	1385	5873	62.5925
YDR179C	489	290	444	22.5994
YKL153W	510	311	63	2.99015
YOR108C-A	210	28.6775	0	0
YGR220C	810	611	2464	59.5267
YIL053W	753	554	61963	1650.95
YMR161W	675	476	2212	68.5947
YER011W	765	566	247	6.44159
YDR258C	2436	2237	6185	40.8118
YDR467C	327	128.001	15	1.72977
YGL162W	900	701	846	17.8141
YNL243W	2907	2708	12367	67.4106
YBR234C	1155	956	8940	138.036
YNL047C	1971	1772	2265	18.8676
YKL038W	3513	3314	2359	10.5072
YFL053W	1776	1577	53	0.496085
YOR200W	399	200	2	0.147609
YKR060W	825	626	2690	63.4293
YPR200C	393	194	83	6.31522
YLR411W	726	527	200	5.60185
YLR318W	2655	2456	1415	8.50433
YHR150W	1740	1541	1470	14.0808
YGL219C	1380	1181	2996	37.4459
YFL009W	2340	2141	5303.39	36.5636
YBR045C	1920	1721	356	3.05338
YMR039C	879	680	4420	95.9457
YKL195W	1212	1013	7355	107.173
YPR127W	1038	839	2318	40.7816
YPL188W	1245	1046	2697	38.0594
YGL147C	576	377	64956.3	2543.27
YDR217C	3930	3731	4807	19.0178
YML015C	1041	842	2852	49.9977
YJR126C	2436	2237	6791	44.8105
YPR026W	3636	3437	1397	5.99969
YHR073W	2991	2792	8087	42.7547
YMR274C	948	749	1049	20.6731
YMR008C	1995	1796	6297.53	51.7579
YHR125W	306	107.022	0	0
YER119C-A	372	173	2	0.170646
YDL227C	1761	1562	6832	64.5623
YOR197W	1299	1100	7178	96.3215
YDR034C-C	1317	1118	1499.21	19.794
YNL081C	432	233	2066	130.884
YKL096W-A	279	80.3587	36144	6639.2
YDR532C	1158	959	1456	22.4107
YNL319W	441	242	2	0.121991
YDR049W	1899	1700	3544	30.7721
YBR113W	483	284	2	0.10395
YKL170W	417	218	941	63.7155
YJL043W	774	575	31	0.795804
YGL047W	609	410	718	25.8495
YLR006C	2139	1940	1996	15.187
YHR079C	3348	3149	4049	18.9796
YPR171W	1731	1532	2208	21.2742
YML063W	768	569	125707	3261.06
YLR178C	660	461	1672	53.5362
YHL029C	2040	1841	5034	40.3619
YJL090C	2295	2096	2606	18.3525
YBR008C	1647	1448	1429	14.5672
YDR372C	1038	839	6763	118.984
YOR184W	1188	989	18464	275.576
YHR218W	1812	1613	669.137	6.12341
YMR203W	1164	965	8002	122.401
YBL006W-A	150	13.0193	0	0
YIR008C	1230	1031	2390	34.2178
YBL024W	2055	1856	12410	98.6975
YDR317W	1245	1046	296	4.17708
YOL166C	339	140	1	0.105435
YJL087C	2484	2285	3753	24.244
YJL038C	660	461	32	1.02462
YDR043C	696	497	404	11.9988
YHR028C	2457	2258	9794	64.0248
YOR340C	981	782	9590	181.019
YCL044C	1254	1055	1367	19.1262
YEL072W	696	497	329	9.77129
YFR022W	2202	2003	1302	9.59494
YIR010W	1731	1532	2386	22.9892
YBL008W	2523	2324	2865	18.197
YMR178W	825	626	3270	77.1056
YOL008W	624	425	977	33.9327
YHR017W	1158	959	2275	35.0167
YKR101W	1965	1766	1194	9.97989
YMR095C	675	476	1498	46.4534
YHR198C	966	767	1614	31.0614
YOR076C	2244	2045	2620	18.9113
YGL015C	393	194	6	0.456522
YNL219C	1668	1469	5853	58.8124
YLR210W	1383	1184	1677	20.9071
YIL034C	864	665	5249	116.511
YLR148W	2757	2558	3222	18.5925
YOR342C	960	761	6156	119.406
YOL070C	1506	1307	6030	68.1011
YDL160C	1521	1322	3768	42.0719
YIL043C	855	656	15972	359.391
YLR124W	345	146	7	0.707713
YGR231C	933	734	6312	126.936
YPR202W	717	518	1330.35	37.9095
YGR034W	384	185	40901.4	3263.46
YMR266W	2862	2663	11277	62.5079
YNL021W	2121	1922	3913	30.0517
YPL107W	747	548	1149	30.9494
YGR088W	1689	1490	1344	13.3145
YHR173C	339	140	8	0.843477
YCR063W	474	275	239	12.8285
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	8657	100.302
YML092C	753	554	7469	199.005
YPR097W	3222	3023	6287	30.6985
YBR201C-A	204	26.1481	42	23.7094
YNL056W	594	395	2076	77.5787
YAL020C	1002	803	1631	29.9813
YDL025C	1863	1664	2227	19.7551
YDL243C	990	791	449.133	8.3813
YFL017C	480	281	1826	95.9195
YGL197W	4464	4265	4337	15.0101
YLR256W-A	1323	1124	0	0
YHR092C	1731	1532	1342.57	12.9357
YLL011W	1470	1271	6649	77.2188
YDR379C-A	240	46.2784	202	64.4295
YDR113C	1122	923	1583	25.3158
YLR189C	3597	3398	5237	22.7495
YNR074C	1137	938	1390	21.8738
YOL159C	516	317	678	31.5706
YDL247W	1830	1631	202.327	1.8311
YFL028C	870	671	3003	66.061
YML032C	1416	1217	3266	39.613
YBR256C	717	518	8382	238.853
YOR081C	2250	2051	3446	24.8006
YLR442C	2937	2738	3148	16.9712
YPL024W	726	527	964	27.0009
YMR257C	2403	2204	1382	9.25569
YDL219W	453	254	1705	99.0839
YKL122C	504	305	3605	174.469
YKR040C	504	305	16	0.774341
YDL080C	1830	1631	2633	23.8292
YGL240W	753	554	378	10.0715
YEL001C	678	479	11440	352.535
YLR374C	390	191	13	1.00467
YPR168W	474	275	444	23.8321
YDL034W	345	146	0	0
YHR109W	1758	1559	857	8.11422
YJL060W	1335	1136	3483	45.2572
YPL061W	1503	1304	28146	318.604
YDR223W	1404	1205	210	2.57244
YER174C	735	536	2299	63.3121
YGR104C	924	725	1484	30.214
YLR240W	2628	2429	2687	16.3287
YPR062W	477	278	8952	475.322
YDR402C	1470	1271	56	0.650361
YLR037C	375	176	81.0959	6.8014
YMR146C	1044	845	26356	460.4
YGR241C	1707	1508	2395	23.4432
YGL062W	3537	3338	8230.63	36.3964
YPR057W	1026	827	2139	38.1784
YIL012W	342	143	17	1.75479
YDR156W	414	215	1415	97.1472
YJR113C	744	545	1785	48.3453
YLR416C	399	200	6	0.442826
YPR131C	588	389	1503	57.0324
YLR029C	615	416	109756	3894.45
YMR155W	1644	1445	1335	13.6372
YNL180C	996	797	5292	98.0108
YGR164W	336	137	1	0.107743
YOL106W	354	155	66	6.28528
YIL140W	2472	2273	3862	25.0799
YIL171W-A	453	254	0	0
YDR272W	825	626	5265	124.147
YDR114C	303	104.031	0	0
YOR238W	912	713	1818	37.6371
YPR077C	372	173	6.50297	0.554853
YKL142W	660	461	4852	155.357
YLR139C	1932	1733	1180	10.0507
YNR044W	2178	1979	10068	75.0948
YPR009W	807	608	1573	38.1889
YHR032W	1746	1547	6140	58.5855
YDR429C	825	626	19305	455.206
YGL079W	657	458	1139	36.7088
YNR031C	4740	4541	4429	14.3968
YHR084W	2067	1868	6061	47.8938
YOR004W	765	566	3459	90.2083
YMR086C-A	339	140	14	1.47609
YMR233W	681	482	1201	36.7797
YMR244W	1068	869	63	1.07012
YLL010C	1284	1085	2567	34.9227
YNL188W	1302	1103	2753	36.842
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	44895.7	398.977
YIL005W	2106	1907	5143	39.8087
YOR365C	2112	1913	19	0.146606
YNR030W	1656	1457	5173	52.4077
YBR265W	963	764	3157	60.9949
Q0055	2565	2366	21.0245	0.131166
YGL131C	4212	4013	2324	8.54829
YDL162C	357	158	3	0.28027
YDR246W-A	201	24.9909	1	0.590651
YHR033W	1272	1073	552	7.59367
YNR040W	771	572	869	22.4252
YNR034W	966	767	1015	19.5336
YEL076C	651	452	171.287	5.5937
YHL046W-A	327	128.001	0	0
YDL071C	375	176	51	4.2773
YOR173W	1062	863	897	15.3424
YOR337W	2280	2081	4366	30.9688
YGL104C	1461	1262	1059	12.3865
YNL181W	1224	1025	3573	51.4543
YDR164C	2175	1976	3654	27.2957
YGR243W	441	242	86	5.2456
YOR107W	930	731	1834	37.0335
YDR464W	4308	4109	5996	21.5396
YGR210C	1236	1037	6854	97.5613
YLR012C	300	101.044	3	0.438252
YOR168W	2430	2231	29101	192.54
YLR054C	2175	1976	172	1.28485
YNL002C	969	770	13176	252.584
YHR193C	525	326	30844	1396.58
YNL294C	1602	1403	3489	36.7076
YOR005C	2835	2636	1161	6.50128
YPR147C	915	716	2497	51.4775
YBR092C	1404	1205	22245	272.494
YJL028W	336	137	2	0.215487
YOR242C	1116	917	219	3.52523
YLR077W	1752	1553	3968	37.7149
YCR081W	4284	4085	2660	9.61174
YOR396C-A	483	284	0.000327096	1.70008e-05
YLR458W	381	182	1	0.0811037
YBL040C	660	461	4519	144.695
YJR127C	4143	3944	5104	19.1023
YJL176C	2478	2279	4670	30.2472
YLR453C	1188	989	369	5.50735
YCR007C	720	521	283	8.01791
YHR128W	651	452	14165	462.584
YOR297C	579	380	969	37.6402
YDR225W	399	200	17649	1302.57
YPR020W	348	149	1506	149.194
YJR003C	1560	1361	3886	42.1461
YIL101C	1944	1745	197	1.66641
YHR136C	447	248	22	1.30943
YPR114W	948	749	5580	109.968
YPL189W	1830	1631	346	3.13137
YJL056C	2643	2444	1873	11.3122
YPR169W-A	219	33.0557	34	15.1826
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	1674	17.9969
YDR482C	408	209	859	60.6679
YJL122W	528	329	5297	237.655
YBL058W	1272	1073	9458	130.11
YLL039C	1146	947	7987	124.493
YKL107W	930	731	45	0.908673
YCL017C	1494	1295	5136	58.542
YER085C	522	323	15	0.68549
YMR186W	2118	1919	146569	1127.4
YCR065W	1695	1496	2368	23.3648
YOR388C	1131	932	19.9567	0.316071
YLR002C	1992	1793	8588	70.7008
YFL045C	765	566	26676	695.691
YPR091C	2313	2114	5545	38.7176
YOL083W	1239	1040	456	6.47208
YLR307C-A	264	66.2053	9	2.00661
YDR366C	399	200	986	72.7711
Q0065	1671	1472	74.4035	0.746101
YER190C-A	576	377	3.6	0.140953
YDR545C-A	480	281	19.0061	0.998385
YNL020C	1917	1718	1437	12.3466
YGL125W	1803	1604	5297	48.7459
YKR038C	1161	962	4728	72.5462
YDL215C	3279	3080	4501	21.571
YLR354C	1008	809	33426	609.885
YCR022C	345	146	27	2.72975
YFR008W	666	467	467	14.7609
YDR284C	870	671	3242	71.3186
YFL013C	2079	1880	4031	31.6495
YKL051W	1062	863	3317	56.7345
YPR174C	666	467	889	28.0994
YMR091C	1308	1109	4791	63.7686
YJL143W	477	278	4968	263.784
YDR112W	309	110.015	1	0.134171
YGR057C	729	530	1294	36.0388
YKL194C	1389	1190	1419	17.6014
YLR308W	939	740	4	0.0797885
YBR065C	1095	896	1535	25.2879
YMR029C	1572	1373	3204	34.4456
YHL042W	453	254	52	3.02191
YPR121W	1719	1520	1443	14.0131
YNL068C	2589	2390	4682	28.9165
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	7089	123.834
YGL178W	2580	2381	3106	19.2555
YMR148W	447	248	929	55.2938
YML058W	315	116.007	6415	816.251
YLR249W	3135	2936	292251	1469.31
YGR019W	1416	1217	3819	46.3203
YJL049W	1353	1154	1753	22.4227
YBR263W	1473	1274	14038	162.648
YOR249C	2058	1859	1904	15.1182
YBL097W	2265	2066	1600	11.4315
YCR020W-B	237	44.1265	210	70.2476
YPR044C	354	155	10	0.952315
YDR286C	345	146	378	38.2165
YDR170W-A	1323	1124	834.493	10.9589
YLR342W-A	174	17.1937	1	0.858505
YGR027W-A	1323	1124	9205.48	120.891
YBL043W	774	575	383	9.83203
YLR018C	900	701	3256	68.5612
YMR076C	3834	3635	4745	19.2683
YOR251C	915	716	3714	76.5669
YAR070C	300	101.044	1	0.146084
YBR124W	360	161	2	0.183365
YJR135W-A	264	66.2053	726	161.866
YOR186W	435	236	17	1.06328
YDR083W	1179	980	7508	113.086
YOR011W-A	207	27.3759	0	0
YOR267C	2280	2081	5979.85	42.4161
YLR109W	531	332	52830	2348.85
YOR032C	1305	1106	20	0.266924
YOR091W	1038	839	6076	106.898
YKR059W	1188	989	81221	1212.23
YBR205W	1215	1016	7600.26	110.42
YLR316C	969	770	1601	30.6911
YDR406W-A	246	50.8321	0	0
YLR292C	582	383	3414	131.576
YCR044C	1074	875	2758	46.5263
YLR216C	1116	917	16559	266.549
YDR046C	1815	1616	13335	121.805
YGR069W	336	137	17	1.83164
YJL092W	3525	3326	3673	16.3009
YDR096W	2685	2486	1541	9.14985
YML018C	1182	983	5870	88.1448
YLR445W	567	368	4	0.160444
YOR138C	2016	1817	3507	28.49
YOR369C	432	233	89968	5699.6
YGR246C	1791	1592	4151	38.4877
YJR145C	786	587	96850.7	2435.44
YJR138W	4755	4556	3432	11.1193
YHR059W	393	194	658	50.0653
YLR138W	2958	2759	9887	52.8963
YHL009W-B	5409	5210	1983.58	5.61984
YDR098C-B	5268	5069	25524.3	74.3266
YNL156C	900	701	3160	66.5398
YNL106C	3552	3353	1638	7.21095
YNL286W	858	659	1448	32.4336
YNL093W	663	464	44	1.39974
YIL040W	417	218	1814	122.827
YKL104C	2154	1955	14294	107.924
YLR186W	759	560	6711	176.893
YDR425W	1878	1679	1569	13.7938
YGL134W	1302	1103	1701	22.7636
YJR094W-A	279	80.3587	10975.4	2016.04
YDR293C	3753	3554	8810	36.5907
YBL113W-A	483	284	0	0
YNR015W	1155	956	2545	39.2954
YKL006W	417	218	44760.4	3030.74
YLR456W	615	416	441	15.648
YDR448W	1305	1106	2026	27.0394
YIL166C	1629	1430	281	2.90056
YDR097C	3729	3530	4679	19.5655
YER184C	2385	2186	859	5.80036
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	1169	30.8133
YKL095W	837	638	781	18.0694
YLR368W	1797	1598	2463	22.751
YOR194C	861	662	5229	116.593
YGR060W	930	731	20444	412.82
YHR041C	633	434	1451	49.3503
YBR115C	4179	3980	17296	64.1468
YCR097W	381	182	1569	127.252
YBR147W	891	692	319	6.80451
YFL003C	2637	2438	364	2.20384
YHR086W	1572	1373	1854	19.932
YOL120C	561	362	69826.4	2847.24
YML079W	606	407	3070	111.341
YOR125C	702	503	1229	36.0659
YLR065C	546	347	3612	153.649
YNL298W	2529	2330	3366	21.3241
YPL134C	933	734	1097	22.0609
YER078C	1536	1337	2720	30.0296
YGL225W	1014	815	12426	225.054
YLR129W	2832	2633	13349	74.8359
YNL224C	2304	2105	2901	20.3427
YNL122C	348	149	619	61.322
YGL066W	1974	1775	3639	30.2619
YCL067C	633	434	1040.49	35.3883
YNL217W	981	782	3629	68.5003
YGL063W	1113	914	819	13.2267
YML030W	480	281	1451	76.2208
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1564	37.784
YOR261C	1017	818	11369	205.155
YLR191W	1161	962	1797	27.5731
YMR316W	1011	812	1785	32.4485
YCR027C	630	431	867	29.693
YDL046W	522	323	4495	205.418
YER125W	2430	2231	4401	29.1182
YMR263W	606	407	1661	60.2404
YOL113W	1968	1769	2167	18.0819
YAL001C	3483	3284	4526	20.3434
YDR517W	1119	920	3935	63.1349
YBR197C	654	455	1079	35.0044
YDR192C	1293	1094	2197	29.6432
YJR132W	3147	2948	5837	29.2263
YER021W	1572	1373	16426	176.593
YGL034C	366	167	9	0.795497
YKL014C	5295	5096	11305	32.7456
YDL106C	1680	1481	2084	20.7709
YGR197C	1644	1445	1076	10.9915
YDR365C	1887	1688	18046	157.805
YNL280C	1317	1118	6985	92.2225
YCR030C	2613	2414	4281	26.177
YDL154W	2706	2507	800	4.71029
YDR505C	2526	2327	3747	23.7684
YGL033W	657	458	57	1.83705
YMR211W	1428	1229	1846	22.1713
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	5318	136.519
YGL202W	1503	1304	24297	275.035
YIL176C	363	164	4.94555	0.445126
YOL147C	711	512	921	26.5523
YPR178W	1398	1199	1647	20.2762
YFR007W	1062	863	965	16.5055
YEL008W	381	182	13	1.05435
YGR072W	1164	965	2919	44.6498
YER022W	2064	1865	3733	29.5455
YNL069C	597	398	79870	2962.19
YIL118W	696	497	4993	148.292
YJR008W	1017	818	1203	21.7082
YKL217W	1851	1652	134	1.19731
YAR060C	336	137	34	3.66327
YCL010C	780	581	1773	45.0448
YNL303W	348	149	3	0.297199
YPL036W	2844	2645	881.551	4.91965
YJR024C	735	536	3832	105.529
YBR042C	1194	995	3820	56.6699
YAL047C	1869	1670	1560	13.7886
YER056C-A	366	167	28092.1	2483.02
YFR011C	513	314	1590	74.7446
YDR256C	1548	1349	252	2.75741
YFL065C	309	110.015	27.8768	3.74026
YNL287W	2808	2609	19817	112.118
YAL065C	387	188	4.81045	0.377694
YGR103W	1818	1619	26579	242.328
YLR061W	366	167	31456	2780.35
YLR171W	390	191	6	0.463693
YGR161W-A	1317	1118	0	0
YOR281C	861	662	5052	112.646
YBR162C	1368	1169	34672	437.801
YJL078C	2646	2447	5582	33.6719
YMR114C	1107	908	980	15.9313
YJL152W	360	161	9	0.825142
YGR251W	591	392	1647	62.0183
YJL067W	351	152	5	0.485555
YBR094W	2262	2063	4026	28.8063
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	3473	32.3844
YGR031C-A	492	293	4	0.201514
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	1212	5.31655
YOR260W	1737	1538	11477	110.15
YKL021C	1407	1208	8724	106.601
YKR028W	3102	2903	8551	43.4793
YOR374W	1560	1361	4148	44.9876
YHL026C	948	749	826	16.2784
YNR062C	984	785	32	0.601717
YHR014W	876	677	25	0.545084
YCR028C	1539	1340	2793	30.7665
YDL015C	933	734	13145	264.348
YJL102W	2460	2261	1270	8.29116
YCR016W	873	674	5123	112.196
YER058W	324	125.002	469	55.3819
YER149C	1263	1064	2762	38.3172
YJL147C	1149	950	904	14.0461
YDL035C	2886	2687	5633	30.9446
YDR533C	714	515	2187	62.6836
YGL222C	528	329	941	42.2188
YDL090C	1296	1097	2187	29.4276
YBR177C	1356	1157	10006	127.655
YJL034W	2049	1850	28357	226.256
YML012C-A	378	179	11	0.907093
YNR059W	1743	1544	1367	13.0687
YOR034C-A	243	48.5146	12	3.65108
YGR156W	1278	1079	1112	15.2123
YLR066W	555	356	3281	136.041
YBR125C	1182	983	2120	31.8342
YOR376W	369	170	0	0
YBR173C	447	248	3376	200.938
YCL023C	348	149	0	0
YHR057C	618	419	2966	104.489
YAL051W	3144	2945	2873	14.4
YOL162W	648	449	41	1.34788
YOR077W	699	500	658	19.4253
YLR234W	1971	1772	412	3.43199
YDR198C	1440	1241	2118	25.1922
YJR124C	1347	1148	3980	51.1745
YHR107C	1224	1025	6242	89.8902
YER112W	564	365	4036	163.219
YLL066C	3618	3419	9173.3	39.604
YCL026C-A	582	383	62	2.38949
YLR174W	1239	1040	275	3.90312
YCR018C-A	255	58.2335	1102.5	279.46
YGR108W	1416	1217	5842	70.8571
YDR346C	1446	1247	16956	200.71
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	18608	168.717
YER165C-A	357	158	0	0
YKR092C	1221	1022	13409	193.668
YLR269C	351	152	0	0
YEL069C	1695	1496	8.51613	0.0840278
YLR117C	2064	1865	2963	23.4512
YLR385C	399	200	141	10.4064
YBR250W	1572	1373	244	2.6232
YDR143C	1833	1634	3297	29.7837
YER185W	912	713	150	3.10537
YGL007W	378	179	4	0.329852
YAL031C	2283	2084	2069	14.6546
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2708	27.4348
YGR139W	339	140	0	0
YLR089C	1779	1580	7193	67.1994
YKL222C	2118	1919	1430	10.9995
YKL155C	1887	1688	3129	27.3618
YGR154C	1071	872	620	10.4951
YNL277W	1461	1262	590	6.90089
YOL061W	1491	1292	11908	136.047
YDL014W	984	785	25086	471.709
YFR013W	2364	2165	4886	33.3125
YCL064C	1083	884	1457	24.3287
YDR493W	372	173	611	52.1324
YLR345W	1530	1331	2095	23.2337
YGL022W	2157	1958	17582	132.546
YLR192C	798	599	8535	210.324
YOR265W	321	122.003	1038	125.585
YCL019W	5313	5114	7784.48	22.4689
YDR031W	366	167	407	35.9741
YOR333C	417	218	2	0.135421
YDL190C	2886	2687	6358	34.9273
YKR083C	402	203	709	51.554
YBR141C	1014	815	1605	29.069
YAL008W	597	398	1610	59.7111
YDR453C	591	392	457	17.2085
YDR191W	1113	914	619	9.9967
YDR490C	2301	2102	2058	14.4519
YER107W-A	321	122.003	1	0.120988
YLR459W	1185	986	3382	50.6301
YNL193W	1677	1478	2357	23.5395
