target_id	length	eff_length	est_counts	tpm
YGL097W	1449	1250	8095	112.055
YCL056C	435	236	559	40.9848
YJL083W	1815	1616	559	5.98541
YMR242W-A	90	7.80345	0	0
YOR026W	1026	827	1557	32.5767
YPL140C	1521	1322	1475	19.3056
YNR016C	6702	6503	47034	125.147
YER123W	1575	1376	3595	45.2068
YGR055W	1725	1526	11338	128.56
YKR054C	12279	12080	4716	6.75508
YMR315W	1050	851	9193	186.918
YAL024C	4308	4109	2436	10.258
YKL202W	582	383	142	6.41524
YKL187C	2253	2054	298	2.51038
YDR383C	717	518	563	18.8062
YDR396W	501	302	10	0.57295
YGR115C	780	581	4	0.119126
YKL055C	837	638	281	7.62095
YDR035W	1113	914	20587	389.736
YBL062W	381	182	3	0.285216
YHR160C	852	653	20	0.529956
YGR047C	3078	2879	3311	19.8994
YDR119W	2307	2108	8012	65.7648
YBR208C	5508	5309	2329	7.59067
YER151C	2739	2540	7619	51.9024
YLR070C	1071	872	197	3.90907
YPR019W	2802	2603	4540	30.179
YPL228W	1650	1451	3207	38.2433
YPR190C	1965	1766	6606	64.7249
YGR041W	1644	1445	2332	27.9244
YDR353W	960	761	22414	509.634
YHR097C	1101	902	1194	22.9045
YPL047W	300	101.044	487	83.3955
YPL014W	1146	947	2969	54.248
YGR007W	972	773	3973	88.9329
YML116W	1629	1430	2552	30.8793
YOL137W	1494	1295	2197	29.3551
YGL155W	1131	932	2777	51.5565
YER061C	1329	1130	1447	22.1571
YKL214C	612	413	1721	72.1031
YPL119C	1854	1655	211	2.20601
YDL125C	477	278	6325	393.676
YHR186C	4674	4475	3642	14.0822
YKL011C	1062	863	947	18.9873
YLL019C	2214	2015	1649	14.1602
YNL257C	3690	3491	4460	22.1059
YGL199C	471	272	10	0.636143
YJR092W	4344	4145	5835	24.3579
YDR010C	333	134.001	6	0.774761
YBL059W	582	383	463	20.9173
YBR291C	900	701	667	16.4638
YPL189C-A	207	27.3759	153	96.7045
YDR262W	819	620	2441	68.1239
YFL012W	447	248	20	1.39541
YLR078C	735	536	1904	61.4647
YDR072C	1584	1385	5211	65.1021
YDR179C	489	290	430	25.6563
YKL153W	510	311	55	3.06003
YOR108C-A	210	28.6775	2	1.20674
YGR220C	810	611	2055	58.1961
YIL053W	753	554	54442	1700.39
YMR161W	675	476	2029	73.7562
YER011W	765	566	256	7.82613
YDR258C	2436	2237	4472	34.5907
YDR467C	327	128.001	16	2.16286
YGL162W	900	701	783	19.3271
YNL243W	2907	2708	11001	70.2922
YBR234C	1155	956	7476	135.312
YNL047C	1971	1772	1996	19.4904
YKL038W	3513	3314	2130	11.1212
YFL053W	1776	1577	44	0.482775
YOR200W	399	200	3	0.259546
YKR060W	825	626	2515	69.5164
YPR200C	393	194	81	7.22448
YLR411W	726	527	172	5.6473
YLR318W	2655	2456	1358	9.56742
YHR150W	1740	1541	1323	14.8553
YGL219C	1380	1181	2864	41.9611
YFL009W	2340	2141	4900.55	39.6051
YBR045C	1920	1721	318	3.1972
YMR039C	879	680	3846	97.8642
YKL195W	1212	1013	5883	100.488
YPR127W	1038	839	1815	37.4316
YPL188W	1245	1046	2537	41.9674
YGL147C	576	377	53401.5	2450.95
YDR217C	3930	3731	4408	20.4428
YML015C	1041	842	2512	51.6215
YJR126C	2436	2237	5837	45.1489
YPR026W	3636	3437	1091	5.49248
YHR073W	2991	2792	7307	45.2842
YMR274C	948	749	889	20.5373
YMR008C	1995	1796	5145.05	49.5686
YHR125W	306	107.022	1	0.161678
YER119C-A	372	173	1	0.100018
YDL227C	1761	1562	5769	63.9062
YOR197W	1299	1100	6468	101.742
YDR034C-C	1317	1118	1434.65	22.2038
YNL081C	432	233	1762	130.85
YKL096W-A	279	80.3587	27867	6000.41
YDR532C	1158	959	1257	22.6798
YNL319W	441	242	2	0.143001
YDR049W	1899	1700	3213	32.7028
YBR113W	483	284	4	0.243705
YKL170W	417	218	769	61.037
YJL043W	774	575	21	0.631939
YGL047W	609	410	561	23.6757
YLR006C	2139	1940	1661	14.8146
YHR079C	3348	3149	3704	20.3527
YPR171W	1731	1532	2042	23.0632
YML063W	768	569	106894	3250.6
YLR178C	660	461	1279	48.0057
YHL029C	2040	1841	4837	45.4617
YJL090C	2295	2096	2485	20.5144
YBR008C	1647	1448	1228	14.6742
YDR372C	1038	839	5615	115.801
YOR184W	1188	989	16352	286.087
YHR218W	1812	1613	383.857	4.11774
YMR203W	1164	965	7286	130.643
YBL006W-A	150	13.0193	0	0
YIR008C	1230	1031	2157	36.2005
YBL024W	2055	1856	11794	109.953
YDR317W	1245	1046	250	4.13553
YOL166C	339	140	2	0.247186
YJL087C	2484	2285	3379	25.5874
YJL038C	660	461	20	0.750676
YDR043C	696	497	309	10.7578
YHR028C	2457	2258	8315	63.7179
YOR340C	981	782	8689	192.259
YCL044C	1254	1055	1359	22.289
YEL072W	696	497	296	10.3053
YFR022W	2202	2003	920	7.94749
YIR010W	1731	1532	2219	25.0624
YBL008W	2523	2324	2513	18.7103
YMR178W	825	626	2760	76.2883
YOL008W	624	425	862	35.0947
YHR017W	1158	959	1871	33.7581
YKR101W	1965	1766	1103	10.8071
YMR095C	675	476	1631	59.2885
YHR198C	966	767	1333	30.0717
YOR076C	2244	2045	2546	21.5421
YGL015C	393	194	18	1.60544
YNL219C	1668	1469	5462	64.3359
YLR210W	1383	1184	1613	23.5725
YIL034C	864	665	4650	120.991
YLR148W	2757	2558	2852	19.2918
YOR342C	960	761	5881	133.718
YOL070C	1506	1307	5255	69.5698
YDL160C	1521	1322	3530	46.2026
YIL043C	855	656	14274	376.5
YLR124W	345	146	3	0.355542
YGR231C	933	734	5194	122.442
YPR202W	717	518	1198.8	40.0442
YGR034W	384	185	33510.5	3134.25
YMR266W	2862	2663	9794	63.6374
YNL021W	2121	1922	3797	34.183
YPL107W	747	548	1052	33.2169
YGR088W	1689	1490	1003	11.6476
YHR173C	339	140	1	0.123593
YCR063W	474	275	252	15.8559
YHR073W-A	177	17.866	0	0
YDL048C	1473	1274	5335	72.4583
YML092C	753	554	6322	197.455
YPR097W	3222	3023	5865	33.5701
YBR201C-A	204	26.1481	29	19.1903
YNL056W	594	395	1774	77.7105
YAL020C	1002	803	1428	30.7706
YDL025C	1863	1664	1999	20.7866
YDL243C	990	791	387.117	8.46815
YFL017C	480	281	1481	91.1952
YGL197W	4464	4265	3930	15.944
YLR256W-A	1323	1124	1.66634e-05	2.5652e-07
YHR092C	1731	1532	732.234	8.27017
YLL011W	1470	1271	6537	88.9931
YDR379C-A	240	46.2784	185	69.1698
YDR113C	1122	923	1574	29.5071
YLR189C	3597	3398	4674	23.8006
YNR074C	1137	938	1978	36.4877
YOL159C	516	317	566	30.8945
YDL247W	1830	1631	155.266	1.64719
YFL028C	870	671	2542	65.5506
YML032C	1416	1217	3324	47.26
YBR256C	717	518	7290	243.512
YOR081C	2250	2051	3044	25.6804
YLR442C	2937	2738	2885	18.2321
YPL024W	726	527	923	30.305
YMR257C	2403	2204	1357	10.6535
YDL219W	453	254	1560	106.271
YKL122C	504	305	3453	195.894
YKR040C	504	305	14	0.79424
YDL080C	1830	1631	2244	23.8063
YGL240W	753	554	297	9.2762
YEL001C	678	479	10327	373.046
YLR374C	390	191	10	0.90592
YPR168W	474	275	377	23.7209
YDL034W	345	146	1	0.118514
YHR109W	1758	1559	794	8.81247
YJL060W	1335	1136	3059	46.5934
YPL061W	1503	1304	27307	362.343
YDR223W	1404	1205	187	2.68521
YER174C	735	536	2108	68.0502
YGR104C	924	725	1263	30.1432
YLR240W	2628	2429	2454	17.4812
YPR062W	477	278	7814	486.353
YDR402C	1470	1271	63	0.857666
YLR037C	375	176	70	6.88191
YMR146C	1044	845	24399	499.619
YGR241C	1707	1508	2408	27.6298
YGL062W	3537	3338	7375.37	38.2315
YPR057W	1026	827	1891	39.5648
YIL012W	342	143	13	1.57301
YDR156W	414	215	1392	112.027
YJR113C	744	545	1474	46.7977
YLR416C	399	200	5	0.432577
YPR131C	588	389	1328	59.0707
YLR029C	615	416	91289.9	3797.11
YMR155W	1644	1445	1213	14.525
YNL180C	996	797	4926	106.945
YGR164W	336	137	1	0.126299
YOL106W	354	155	75	8.37246
YIL140W	2472	2273	3617	27.5342
YIL171W-A	453	254	0	0
YDR272W	825	626	4557	125.959
YDR114C	303	104.031	1	0.166326
YOR238W	912	713	1483	35.9894
YPR077C	372	173	7.7059	0.770728
YKL142W	660	461	3930	147.508
YLR139C	1932	1733	1096	10.943
YNR044W	2178	1979	10926	95.5298
YPR009W	807	608	1450	41.2656
YHR032W	1746	1547	5195	58.1057
YDR429C	825	626	16374	452.589
YGL079W	657	458	996	37.6285
YNR031C	4740	4541	4013	15.2912
YHR084W	2067	1868	6079	56.3091
YOR004W	765	566	3385	103.482
YMR086C-A	339	140	9	1.11234
YMR233W	681	482	1018	36.5447
YMR244W	1068	869	45	0.896017
YLL010C	1284	1085	2639	42.0856
YNL188W	1302	1103	2440	38.277
YKL156C-A	117	9.56096	0	0
YNL104C	1860	1661	43743.5	455.687
YIL005W	2106	1907	4656	42.246
YOR365C	2112	1913	23	0.208035
YNR030W	1656	1457	4553	54.0706
YBR265W	963	764	2806	63.5503
Q0055	2565	2366	25	0.18283
YGL131C	4212	4013	2197	9.47293
YDL162C	357	158	2	0.219026
YDR246W-A	201	24.9909	4	2.7695
YHR033W	1272	1073	530	8.54672
YNR040W	771	572	773	23.3834
YNR034W	966	767	768	17.3256
YEL076C	651	452	112.688	4.31384
YHL046W-A	327	128.001	0	0
YDL071C	375	176	20	1.96626
YOR173W	1062	863	629	12.6114
YOR337W	2280	2081	4460	37.084
YGL104C	1461	1262	844	11.5719
YNL181W	1224	1025	3101	52.3481
YDR164C	2175	1976	3521	30.8321
YGR243W	441	242	90	6.43503
YOR107W	930	731	1377	32.5942
YDR464W	4308	4109	5810	24.466
YGR210C	1236	1037	5809	96.9273
YLR012C	300	101.044	0	0
YOR168W	2430	2231	24578	190.621
YLR054C	2175	1976	148	1.29598
YNL002C	969	770	12406	278.782
YHR193C	525	326	25091	1331.75
YNL294C	1602	1403	2963	36.5424
YOR005C	2835	2636	969	6.36065
YPR147C	915	716	2133	51.5467
YBR092C	1404	1205	18292.2	262.665
YJL028W	336	137	3	0.378898
YOR242C	1116	917	178	3.35872
YLR077W	1752	1553	3394	37.815
YCR081W	4284	4085	2621	11.1019
YOR396C-A	483	284	0.00592733	0.00036113
YLR458W	381	182	1	0.0950719
YBL040C	660	461	3902	146.457
YJR127C	4143	3944	4114	18.0489
YJL176C	2478	2279	4884	37.0813
YLR453C	1188	989	316	5.52859
YCR007C	720	521	226	7.50575
YHR128W	651	452	12560	480.811
YOR297C	579	380	960	43.713
YDR225W	399	200	14060	1216.41
YPR020W	348	149	1421	165.018
YJR003C	1560	1361	3303	41.9927
YIL101C	1944	1745	137	1.35847
YHR136C	447	248	23	1.60472
YPR114W	948	749	4951	114.376
YPL189W	1830	1631	251	2.66283
YJL056C	2643	2444	1794	12.7012
YPR169W-A	219	33.0557	42	21.985
YLR264C-A	117	9.56096	0	0
YPL247C	1572	1373	1093	13.7744
YDR482C	408	209	771	63.831
YJL122W	528	329	5069	266.594
YBL058W	1272	1073	8287	133.635
YLL039C	1146	947	6180	112.918
YKL107W	930	731	39	0.923146
YCL017C	1494	1295	4585	61.2623
YER085C	522	323	18	0.964258
YMR186W	2118	1919	128400	1157.74
YCR065W	1695	1496	2510	29.0312
YOR388C	1131	932	31.0667	0.576769
YLR002C	1992	1793	8189	79.0267
YFL045C	765	566	21930	670.418
YPR091C	2313	2114	4954	40.5485
YOL083W	1239	1040	407	6.77149
YLR307C-A	264	66.2053	5	1.30677
YDR366C	399	200	937	81.0649
Q0065	1671	1472	73.7503	0.866921
YER190C-A	576	377	2.29389	0.105282
YDR545C-A	480	281	14.5443	0.895593
YNL020C	1917	1718	1309	13.1838
YGL125W	1803	1604	5284	57.0009
YKR038C	1161	962	4109	73.9068
YDL215C	3279	3080	4039	22.6906
YLR354C	1008	809	27445	587
YCR022C	345	146	22	2.60731
YFR008W	666	467	371	13.7461
YDR284C	870	671	2651	68.3613
YFL013C	2079	1880	3881	35.7198
YKL051W	1062	863	2627	52.6711
YPR174C	666	467	890	32.9759
YMR091C	1308	1109	4091	63.8295
YJL143W	477	278	4109	255.749
YDR112W	309	110.015	1	0.157279
YGR057C	729	530	1145	37.3812
YKL194C	1389	1190	1301	18.9171
YLR308W	939	740	2	0.0467651
YBR065C	1095	896	1416	27.345
YMR029C	1572	1373	2590	32.6402
YHL042W	453	254	67	4.5642
YPR121W	1719	1520	1176	13.3871
YNL068C	2589	2390	4334	31.3772
YLR156C-A	132	10.8985	0	0
YGL157W	1044	845	5751	117.763
YGL178W	2580	2381	2978	21.6416
YMR148W	447	248	807	56.3048
YML058W	315	116.007	5053	753.681
YLR249W	3135	2936	255811	1507.6
YGR019W	1416	1217	2826	40.1795
YJL049W	1353	1154	1625	24.3653
YBR263W	1473	1274	12378	168.114
YOR249C	2058	1859	1616	15.0413
YBL097W	2265	2066	1596	13.3668
YCR020W-B	237	44.1265	203	79.6012
YPR044C	354	155	8	0.893062
YDR286C	345	146	329	38.9912
YDR170W-A	1323	1124	759.575	11.693
YLR342W-A	174	17.1937	2	2.01272
YGR027W-A	1323	1124	8523.4	131.211
YBL043W	774	575	326	9.81009
YLR018C	900	701	2790	68.8667
YMR076C	3834	3635	4681	22.2822
YOR251C	915	716	3154	76.2205
YAR070C	300	101.044	0.5	0.0856217
YBR124W	360	161	1	0.107473
YJR135W-A	264	66.2053	638	166.744
YOR186W	435	236	11	0.806499
YDR083W	1179	980	7105	125.447
YOR011W-A	207	27.3759	1	0.632056
YOR267C	2280	2081	4344.44	36.1231
YLR109W	531	332	50455	2629.6
YOR032C	1305	1106	23	0.359829
YOR091W	1038	839	5698	117.512
YKR059W	1188	989	72602.4	1270.22
YBR205W	1215	1016	6530.58	111.22
YLR316C	969	770	1477	33.1905
YDR406W-A	246	50.8321	0	0
YLR292C	582	383	2958	133.636
YCR044C	1074	875	2438	48.2113
YLR216C	1116	917	13754	259.527
YDR046C	1815	1616	11341	121.432
YGR069W	336	137	12	1.51559
YJL092W	3525	3326	3430	17.8441
YDR096W	2685	2486	1347	9.3754
YML018C	1182	983	5410	95.2285
YLR445W	567	368	4	0.188077
YOR138C	2016	1817	3118	29.6923
YOR369C	432	233	72560	5388.46
YGR246C	1791	1592	3599	39.1167
YJR145C	786	587	78943.9	2327.04
YJR138W	4755	4556	3249	12.3393
YHR059W	393	194	615	54.8525
YLR138W	2958	2759	8935	56.0359
YHL009W-B	5409	5210	1729.68	5.7445
YDR098C-B	5268	5069	24458.8	83.4902
YNL156C	900	701	2464	60.82
YNL106C	3552	3353	1537	7.93165
YNL286W	858	659	1270	33.3458
YNL093W	663	464	18	0.67124
YIL040W	417	218	1565	124.217
YKL104C	2154	1955	12631	111.793
YLR186W	759	560	6019	185.977
YDR425W	1878	1679	1280	13.1911
YGL134W	1302	1103	1410	22.1191
YJR094W-A	279	80.3587	9034.28	1945.29
YDR293C	3753	3554	7890	38.4134
YBL113W-A	483	284	0	0
YNR015W	1155	956	2457	44.4704
YKL006W	417	218	37474.7	2974.44
YLR456W	615	416	358	14.8906
YDR448W	1305	1106	1968	30.7888
YIL166C	1629	1430	279	3.37592
YDR097C	3729	3530	4593	22.5136
YER184C	2385	2186	779	6.1661
YJL047C-A	135	11.2077	0	0
YJL066C	759	560	903	27.9012
YKL095W	837	638	697	18.9032
YLR368W	1797	1598	2130	23.0636
YOR194C	861	662	4916	128.492
YGR060W	930	731	18470	437.193
YHR041C	633	434	1243	49.557
YBR115C	4179	3980	16547	71.9382
YCR097W	381	182	1316	125.115
YBR147W	891	692	291	7.27629
YFL003C	2637	2438	292	2.07239
YHR086W	1572	1373	1711	21.5627
YOL120C	561	362	55565.1	2655.93
YML079W	606	407	2653	112.789
YOR125C	702	503	887	30.5126
YLR065C	546	347	3151	157.124
YNL298W	2529	2330	3252	24.15
YPL134C	933	734	887	20.9099
YER078C	1536	1337	2384	30.8531
YGL225W	1014	815	10587	224.77
YLR129W	2832	2633	12541	82.4147
YNL224C	2304	2105	2698	22.1775
YNL122C	348	149	526	61.0833
YGL066W	1974	1775	3276	31.9351
YCL067C	633	434	914.103	36.4442
YNL217W	981	782	3003	66.4465
YGL063W	1113	914	596	11.283
YML030W	480	281	1157	71.2443
YPL152W-A	99	8.31548	0	0
YAL039C	810	611	1460	41.3461
YOR261C	1017	818	9853	208.42
YLR191W	1161	962	1623	29.1922
YMR316W	1011	812	1169	24.9105
YCR027C	630	431	818	32.8397
YDL046W	522	323	3768	201.851
YER125W	2430	2231	3737	28.9832
YMR263W	606	407	1411	59.9868
YOL113W	1968	1769	1737	16.9901
YAL001C	3483	3284	3889	20.4908
YDR517W	1119	920	3326	62.5544
YBR197C	654	455	872	33.1611
YDR192C	1293	1094	1832	28.9755
YJR132W	3147	2948	5128	30.0984
YER021W	1572	1373	14634	184.423
YGL034C	366	167	3	0.310834
YKL014C	5295	5096	11034	37.4651
YDL106C	1680	1481	1927	22.5139
YGR197C	1644	1445	1012	12.1181
YDR365C	1887	1688	16604	170.202
YNL280C	1317	1118	5931	91.793
YCR030C	2613	2414	3537	25.3525
YDL154W	2706	2507	672	4.63808
YDR505C	2526	2327	3638	27.0514
YGL033W	657	458	41	1.54897
YMR211W	1428	1229	1570	22.104
YBR221W-A	105	8.69459	0	0
YBL036C	774	575	4651	139.959
YGL202W	1503	1304	21758	288.712
YIL176C	363	164	2.51576	0.265429
YOL147C	711	512	829	28.0161
YPR178W	1398	1199	1418	20.4635
YFR007W	1062	863	829	16.6214
YEL008W	381	182	9	0.855647
YGR072W	1164	965	2506	44.9342
YER022W	2064	1865	3286	30.4868
YNL069C	597	398	68603	2982.52
YIL118W	696	497	4542	158.13
YJR008W	1017	818	815	17.2396
YKL217W	1851	1652	123	1.2883
YAR060C	336	137	29	3.66269
YCL010C	780	581	1482	44.1363
YNL303W	348	149	3	0.348384
YPL036W	2844	2645	792.497	5.18436
YJR024C	735	536	3267	105.465
YBR042C	1194	995	3277	56.9871
YAL047C	1869	1670	1450	15.0236
YER056C-A	366	167	25220.3	2613.11
YFR011C	513	314	1443	79.517
YDR256C	1548	1349	228	2.92446
YFL065C	309	110.015	39.2151	6.1677
YNL287W	2808	2609	17408	115.451
YAL065C	387	188	3	0.276113
YGR103W	1818	1619	24474	261.566
YLR061W	366	167	26811	2777.92
YLR171W	390	191	3	0.271776
YGR161W-A	1317	1118	0	0
YOR281C	861	662	4675	122.193
YBR162C	1368	1169	30449	450.694
YJL078C	2646	2447	4273	30.215
YMR114C	1107	908	808	15.3975
YJL152W	360	161	4	0.42989
YGR251W	591	392	1647	72.6994
YJL067W	351	152	2	0.227672
YBR094W	2262	2063	3435	28.8105
YDR118W-A	117	9.56096	0	0
YGR065C	1782	1583	3532	38.6067
YGR031C-A	492	293	3	0.177165
YEL017C-A	132	10.8985	0	0
YGL251C	3564	3365	1114	5.72827
YOR260W	1737	1538	10651	119.828
YKL021C	1407	1208	7566	108.373
YKR028W	3102	2903	8167	48.6787
YOR374W	1560	1361	3421	43.4929
YHL026C	948	749	694	16.0325
YNR062C	984	785	18	0.396758
YHR014W	876	677	17	0.434494
YCR028C	1539	1340	2557	33.0179
YDL015C	933	734	11885	280.173
YJL102W	2460	2261	1238	9.47422
YCR016W	873	674	4837	124.177
YER058W	324	125.002	445	61.5979
YER149C	1263	1064	2419	39.3385
YJL147C	1149	950	846	15.4088
YDL035C	2886	2687	4869	31.3542
YDR533C	714	515	1635	54.9331
YGL222C	528	329	760	39.9706
YDL090C	1296	1097	1945	30.6787
YBR177C	1356	1157	8478	126.79
YJL034W	2049	1850	24415	228.354
YML012C-A	378	179	4	0.386661
YNR059W	1743	1544	1233	13.8178
YOR034C-A	243	48.5146	12	4.27988
YGR156W	1278	1079	994	15.94
YLR066W	555	356	2773	134.779
YBR125C	1182	983	1835	32.3003
YOR376W	369	170	0	0
YBR173C	447	248	2875	200.59
YCL023C	348	149	2	0.232256
YHR057C	618	419	2532	104.562
YAL051W	3144	2945	2457	14.4359
YOL162W	648	449	43	1.65709
YOR077W	699	500	610	21.1098
YLR234W	1971	1772	375	3.66177
YDR198C	1440	1241	2014	28.0809
YJR124C	1347	1148	3447	51.9545
YHR107C	1224	1025	5484	92.5757
YER112W	564	365	3586	169.997
YLL066C	3618	3419	8243.19	41.7176
YCL026C-A	582	383	51	2.30407
YLR174W	1239	1040	275	4.57533
YCR018C-A	255	58.2335	1174.28	348.917
YGR108W	1416	1217	4993	70.9895
YDR346C	1446	1247	15509	215.199
YDL232W	111	9.10829	0	0
YDR091C	1827	1628	17032	181.023
YER165C-A	357	158	0	0
YKR092C	1221	1022	12351	209.11
YLR269C	351	152	1	0.113836
YEL069C	1695	1496	2.27273	0.0262869
YLR117C	2064	1865	2840	26.3489
YLR385C	399	200	130	11.247
YBR250W	1572	1373	199	2.50788
YDR143C	1833	1634	3047	32.2659
YER185W	912	713	154	3.73727
YGL007W	378	179	3	0.289996
YAL031C	2283	2084	1951	16.1988
YNR075C-A	93	7.96714	0	0
YOL013C	1656	1457	2278	27.0531
YGR139W	339	140	0	0
YLR089C	1779	1580	6696	73.33
YKL222C	2118	1919	1385	12.4882
YKL155C	1887	1688	2792	28.6198
YGR154C	1071	872	550	10.9136
YNL277W	1461	1262	576	7.89744
YOL061W	1491	1292	10595	141.893
YDL014W	984	785	21380	471.261
YFR013W	2364	2165	4475	35.765
YCL064C	1083	884	1523	29.8106
YDR493W	372	173	437	43.7078
YLR345W	1530	1331	1702	22.1261
YGL022W	2157	1958	15050	132.999
YLR192C	798	599	7531	217.545
YOR265W	321	122.003	818	116.013
YCL019W	5313	5114	5552.69	18.7874
YDR031W	366	167	324	33.57
YOR333C	417	218	3	0.238116
YDL190C	2886	2687	5778	37.2077
YKR083C	402	203	678	57.7906
YBR141C	1014	815	1549	32.8865
YAL008W	597	398	1380	59.9956
YDR453C	591	392	360	15.8906
YDR191W	1113	914	624	11.813
YDR490C	2301	2102	1779	14.6442
YER107W-A	321	122.003	0	0
YLR459W	1185	986	3078	54.0151
YNL193W	1677	1478	2048	23.9761
